no,code,name,type,gu,gujuso,x,y,room,year,old,area,resident,ave_area,area,a1,a2,a3,a4,a5,a6,a7,a8,a9
1087,53022, ,다가구,은평구,은평구 연서로38길 16-10,37.6217387,126.9276425,7,1994-12-13,26,47,1인 청년사업가,47,47.23142857,,,,,,,,,
1088,53002, ,다가구,강동구,강동구 고덕로20다길 24,37.5530382,127.1344949,11,1992-11-25,28,46,다가구,46,45.59909091,,,,,,,,,
1089,53010, ,다가구,도봉구,도봉구 도봉로135길 68,37.6588229,127.0395283,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1090,53003, ,다가구,강북구,강북구 4.19로 19-11,37.6477979,127.012414,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1091,53010, ,다가구,도봉구,도봉구 도당로13마길 7,37.6660526,127.0326512,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1092,53007, ,다가구,구로구,구로구 개봉로3길 42,37.486782,126.8541348,10,1996-06-15,24,40,다가구,40,39.578,,,,,,,,,
1093,53005, ,다가구,관악구,관악구 신림로17길 92,37.4673555,126.9362958,7,1993-12-30,27,31,다가구,31,31.44142857,,,,,,,,,
1094,53004, ,다가구,강서구,강서구 초록마을로34길 61,37.5371189,126.8449833,7,1997-12-26,23,50,다가구,50,49.86428571,,,,,,,,,
1095,53010, ,다가구,도봉구,도봉구 도봉로104길 129-16,37.6453603,127.0396439,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1096,53010, ,다가구,도봉구,도봉구 우이천로30길 8,37.6483637,127.0257574,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1097,53010, ,다가구,도봉구,도봉구 도당로13길 34-16,37.6659917,127.034846,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1098,53025, ,다가구,중랑구,중랑구 망우로73길 28-7,37.6014695,127.1045849,13,1991-09-26,29,35,다가구,35,34.97692308,,,,,,,,,
1099,53010,A동,다가구,도봉구,도봉구 방학로 31-5,37.6622992,127.0486136,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1100,53022, ,다가구,은평구,은평구 가좌로11가길 13-3,37.5964349,126.9057611,7,1994-12-13,26,47,1인 청년사업가,47,47.23142857,,,,,,,,,
1101,53010, ,다가구,도봉구,도봉구 덕릉로61길 27,37.6426455,127.0396091,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1102,53003, ,다가구,강북구,강북구 삼양로112길 19-6,37.6427759,127.0170512,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1103,53003, ,다가구,강북구,강북구 인수봉로84길 15,37.6465232,127.0113988,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1104,53003, ,다가구,강북구,강북구 인수봉로78길 7,37.6445429,127.0118598,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1105,53003, ,다가구,강북구,강북구 삼양로102길 18,37.6401008,127.018529,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1106,53009, ,다가구,노원구,노원구 광운로2가길 10-7,37.6178385,127.0592609,5,1997-10-08,23,46,다가구,46,46.452,,,,,,,,,
1107,53003, ,다가구,강북구,강북구 삼양로123길 62-9,37.6455691,127.0147159,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1108,53004, ,다가구,강서구,강서구 등촌로13바길 38-14,37.537133,126.8571418,7,1997-12-26,23,50,다가구,50,49.86428571,,,,,,,,,
1109,53017, ,다가구,성북구,성북구 솔샘로5길 34,37.6102337,127.0029495,20,2000-04-19,20,23,기업인 부부,23,22.564,,,,,,,,,
1110,53017, ,다가구,성북구,성북구 정릉로21길 40-6,37.6063046,127.0091149,20,2000-04-19,20,23,기업인 부부,23,22.564,,,,,,,,,
1111,53004, ,다가구,강서구,강서구 곰달래로41길 62,37.533475,126.8553789,7,1997-12-26,23,50,다가구,50,49.86428571,,,,,,,,,
1112,53003, ,다가구,강북구,강북구 삼양로119길 18,37.6443213,127.0148196,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1113,53010, ,다가구,도봉구,도봉구 도봉로169다길 20,37.6771368,127.0430684,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1114,53003, ,다가구,강북구,강북구 도봉로96길 81,37.6394944,127.0302057,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1115,53010, ,다가구,도봉구,도봉구 도봉로139길 56-5,37.6600045,127.0384734,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1116,53004, ,다가구,강서구,강서구 까치산로4길 85-11,37.5397574,126.8465284,7,1997-12-26,23,50,다가구,50,49.86428571,,,,,,,,,
1117,53004, ,다가구,강서구,강서구 방화대로7길 23,37.5562298,126.8147639,7,1997-12-26,23,50,다가구,50,49.86428571,,,,,,,,,
1118,53003, ,다가구,강북구,강북구 인수봉로 130-28,37.6360479,127.0130527,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1119,53010, ,다가구,도봉구,도봉구 도봉로127길 36,37.6537584,127.03751,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1120,53010,B동,다가구,도봉구,도봉구 방학로 31-5,37.6622992,127.0486136,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1121,53017, ,다가구,성북구,성북구 화랑로1길 40,37.6043672,127.0333044,20,2000-04-19,20,23,기업인 부부,23,22.564,,,,,,,,,
1122,53002, ,다가구,강동구,강동구 상암로 74-17,37.54671,127.15022,11,1992-11-25,28,46,다가구,46,45.59909091,,,,,,,,,
1123,53004, ,다가구,강서구,강서구 초록마을로28길 45,37.538529,126.8492438,7,1997-12-26,23,50,다가구,50,49.86428571,,,,,,,,,
1124,53007, ,다가구,구로구,구로구 개봉로1길 102,37.48232,126.848221,10,1996-06-15,24,40,다가구,40,39.578,,,,,,,,,
1125,53022, ,다가구,은평구,은평구 통일로92가길 23,37.6271673,126.9224046,7,1994-12-13,26,47,1인 청년사업가,47,47.23142857,,,,,,,,,
1126,53017, ,다가구,성북구,성북구 정릉로21길 40-6,37.6063046,127.0091149,20,2000-04-19,20,23,기업인 부부,23,22.564,,,,,,,,,
1127,53009,가동,다가구,노원구,노원구 덕릉로82길 55,37.6582542,127.0756057,5,1997-10-08,23,46,다가구,46,46.452,,,,,,,,,
1128,53009,나동,다가구,노원구,노원구 덕릉로82길 55,37.6582542,127.0756057,5,1997-10-08,23,46,다가구,46,46.452,,,,,,,,,
1129,53009,가동,다가구,노원구,노원구 덕릉로82길 59,37.6582542,127.0756057,5,1997-10-08,23,46,다가구,46,46.452,,,,,,,,,
1130,53009,나동,다가구,노원구,노원구 덕릉로82길 59,37.6582542,127.0756057,5,1997-10-08,23,46,다가구,46,46.452,,,,,,,,,
1131,53005, ,다가구,관악구,관악구 문성로38길 46-10,37.4762764,126.9309705,7,1993-12-30,27,31,다가구,31,31.44142857,,,,,,,,,
1132,53010, ,다가구,도봉구,도봉구 시루봉로1길 37-5,37.6541182,127.0228282,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1133,53004, ,다가구,강서구,강서구 우장산로14길 34-14,37.5525357,126.8489889,7,1997-12-26,23,50,다가구,50,49.86428571,,,,,,,,,
1134,53003, ,다가구,강북구,강북구 삼양로81길 22-4,37.6326114,127.0165421,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1135,53003, ,다가구,강북구,강북구 삼양로81길 22-2,37.6326114,127.0165421,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1136,53004, ,다가구,강서구,강서구 까치산로18길 25,37.548048,126.8510911,7,1997-12-26,23,50,다가구,50,49.86428571,,,,,,,,,
1137,53018, ,다가구,송파구,송파구 중대로33길 11,37.5059599,127.1305913,8,1996-09-25,24,37,다가구,37,37.49625,,,,,,,,,
1138,53025, ,다가구,중랑구,중랑구 동일로157라길 17-1,37.6109333,127.075109,13,1991-09-26,29,35,다가구,35,34.97692308,,,,,,,,,
1139,53017, ,다가구,성북구,성북구 보국문로38길 9-5,37.61864,126.9988315,20,2000-04-19,20,23,기업인 부부,23,22.564,,,,,,,,,
1140,53010,1동,다가구,도봉구,도봉구 도당로 126,37.66612,127.03784,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1141,53010,2동,다가구,도봉구,도봉구 도당로 126,37.66612,127.03784,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1142,53010,1동,다가구,도봉구,도봉구 도당로 128-1,37.66612,127.03784,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1143,53010,2동,다가구,도봉구,도봉구 도당로 128-1,37.66612,127.03784,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1144,53010,1동,다가구,도봉구,도봉구 도당로 126-1,37.66612,127.03784,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1145,53010,2동,다가구,도봉구,도봉구 도당로 126-1,37.66612,127.03784,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1146,53010,1동,다가구,도봉구,도봉구 도당로 128,37.66612,127.03784,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1147,53010,2동,다가구,도봉구,도봉구 도당로 128,37.66612,127.03784,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1148,53010, ,다가구,도봉구,도봉구 우이천로34길 43,37.649897,127.0236653,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1149,53010,A동,다가구,도봉구,도봉구 덕릉로59가길 46,37.6390923,127.0374711,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1150,53010,B동,다가구,도봉구,도봉구 덕릉로59가길 46,37.6390923,127.0374711,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1151,53009, ,다가구,노원구,노원구 동일로237다길 37,37.67580791,127.05241,5,1997-10-08,23,46,다가구,46,46.452,,,,,,,,,
1152,53004, ,다가구,강서구,강서구 곰달래로53가길 26,37.5339699,126.8597144,7,1997-12-26,23,50,다가구,50,49.86428571,,,,,,,,,
1153,53004, ,다가구,강서구,강서구 등촌로13바길 9-5,37.53682,126.8589101,7,1997-12-26,23,50,다가구,50,49.86428571,,,,,,,,,
1154,53017, ,다가구,성북구,성북구 보국문로8길 76,37.611095,127.0125702,20,2000-04-19,20,23,기업인 부부,23,22.564,,,,,,,,,
1155,53019, ,다가구,양천구,양천구 화곡로12길 25,37.5377305,126.8323355,8,1993-10-14,27,32,다가구,32,32.42125,,,,,,,,,
1156,53003, ,다가구,강북구,강북구 한천로122길 34,37.6363862,127.0344018,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1157,53003, ,다가구,강북구,강북구 삼양로131길 14,37.6467163,127.0134913,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1158,53010, ,다가구,도봉구,도봉구 도당로17길 54,37.6681,127.036648,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1159,53017, ,다가구,성북구,성북구 서경로 106-20,37.6069889,127.0155058,20,2000-04-19,20,23,기업인 부부,23,22.564,,,,,,,,,
1160,53004, ,다가구,강서구,강서구 우장산로2길 57-25,37.5539531,126.8385558,7,1997-12-26,23,50,다가구,50,49.86428571,,,,,,,,,
1161,53004, ,다가구,강서구,강서구 까치산로14길 33-14,37.5449861,126.8485388,7,1997-12-26,23,50,다가구,50,49.86428571,,,,,,,,,
1162,53010, ,다가구,도봉구,도봉구 우이천로42가길 12,37.6536201,127.017412,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1163,53003, ,다가구,강북구,강북구 한천로162길 33-12,37.6466283,127.0196846,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1164,53010, ,다가구,도봉구,도봉구 도봉로137길 13-2,37.6601396,127.0399018,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1165,53010, ,다가구,도봉구,도봉구 덕릉로59라길 6,37.6408866,127.0384251,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1166,53010, ,다가구,도봉구,도봉구 도당로9길 52,37.6628027,127.0317908,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1167,53022, ,다가구,은평구,은평구 갈현로27길 9-4,37.6178933,126.9141232,7,1994-12-13,26,47,1인 청년사업가,47,47.23142857,,,,,,,,,
1168,53003, ,다가구,강북구,강북구 삼양로73가길 72-2,37.6288076,127.0163617,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1169,53004, ,다가구,강서구,강서구 남부순환로11가길 47,37.5579355,126.8133626,7,1997-12-26,23,50,다가구,50,49.86428571,,,,,,,,,
1170,53022, ,다가구,은평구,은평구 갈현로33가길 5-17,37.6227799,126.912732,7,1994-12-13,26,47,1인 청년사업가,47,47.23142857,,,,,,,,,
1171,53022, ,다가구,은평구,은평구 갈현로33가길 5-11,37.6227799,126.912732,7,1994-12-13,26,47,1인 청년사업가,47,47.23142857,,,,,,,,,
1172,53022, ,다가구,은평구,은평구 갈현로33가길 5-12,37.6227799,126.912732,7,1994-12-13,26,47,1인 청년사업가,47,47.23142857,,,,,,,,,
1173,53025,B동,다가구,중랑구,중랑구 겸재로2길 63,37.5832098,127.0772358,13,1991-09-26,29,35,다가구,35,34.97692308,,,,,,,,,
1174,53014, ,다가구,서대문구,서대문구 연희로41나길 5-6,37.592438,126.9337972,7,1997-07-09,23,51,유공자 가정,51,51.43285714,,,,,,,,,
1175,53025,A동,다가구,중랑구,중랑구 겸재로2길 63,37.5832098,127.0772358,13,1991-09-26,29,35,다가구,35,34.97692308,,,,,,,,,
1176,53014, ,다가구,서대문구,서대문구 연희로41나길 5-8,37.592438,126.9337972,7,1997-07-09,23,51,유공자 가정,51,51.43285714,,,,,,,,,
1177,53022, ,다가구,은평구,은평구 갈현로33가길 5-13,37.6227799,126.912732,7,1994-12-13,26,47,1인 청년사업가,47,47.23142857,,,,,,,,,
1178,53019, ,다가구,양천구,양천구 가로공원로60가길 3,37.5341277,126.8260883,8,1993-10-14,27,32,다가구,32,32.42125,,,,,,,,,
1179,53010, ,다가구,도봉구,도봉구 도당로23길 5,37.66825615,127.0398774,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1180,53010, ,다가구,도봉구,도봉구 시루봉로15마길 22,37.6677617,127.0308251,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1181,53010, ,다가구,도봉구,도봉구 우이천로34길 69,37.649897,127.0236653,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1182,53025, ,다가구,중랑구,중랑구 상봉로15길 49,37.5918258,127.0920954,13,1991-09-26,29,35,다가구,35,34.97692308,,,,,,,,,
1183,53003, ,다가구,강북구,강북구 덕릉로3길 8,37.6342109,127.0145774,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1184,53003, ,다가구,강북구,강북구 덕릉로5길 7,37.6345821,127.014857,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1185,53009, ,다가구,노원구,노원구 우이천로2나길 13-3,37.6320209,127.0434841,5,1997-10-08,23,46,다가구,46,46.452,,,,,,,,,
1186,53010, ,다가구,도봉구,도봉구 우이천로50길 39,37.6567695,127.0158804,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1187,53010, ,다가구,도봉구,도봉구 우이천로42길 40,37.6541656,127.0178332,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1188,53003, ,다가구,강북구,강북구 삼양로138길 74-9,37.6479121,127.0178907,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1189,53003, ,다가구,강북구,강북구 인수봉로84길 11-5,37.6465232,127.0113988,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1190,53012, ,다가구,동작구,동작구 사당로20라길 31-2,37.4811443,126.9752886,8,1996-11-04,24,61,신혼부부,61,61.27,,,,,,,,,
1191,53005, ,다가구,관악구,관악구 난곡로34길 33,37.4722772,126.9222132,7,1993-12-30,27,31,다가구,31,31.44142857,,,,,,,,,
1192,53017, ,다가구,성북구,성북구 보국문로16가길 43-21,37.6129092,127.0116597,20,2000-04-19,20,23,기업인 부부,23,22.564,,,,,,,,,
1193,53004, ,다가구,강서구,강서구 초록마을로18길 6,37.5407147,126.8494632,7,1997-12-26,23,50,다가구,50,49.86428571,,,,,,,,,
1194,53004, ,다가구,강서구,강서구 초록마을로 102-15,37.5365738,126.8479064,7,1997-12-26,23,50,다가구,50,49.86428571,,,,,,,,,
1195,53004, ,다가구,강서구,강서구 공항대로55길 5,37.5536691,126.8608126,7,1997-12-26,23,50,다가구,50,49.86428571,,,,,,,,,
1196,53004, ,다가구,강서구,강서구 등촌로13바길 9-11,37.53682,126.8589101,7,1997-12-26,23,50,다가구,50,49.86428571,,,,,,,,,
1197,53010, ,다가구,도봉구,도봉구 도당로27길 20-12,37.6682565,127.0409037,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1198,53010, ,다가구,도봉구,도봉구 우이천로42길 47,37.6541656,127.0178332,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1199,53010, ,다가구,도봉구,도봉구 노해로41길 23-8,37.6505379,127.0262183,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1200,53010, ,다가구,도봉구,도봉구 도당로13마길 31,37.6660526,127.0326512,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1201,53010, ,다가구,도봉구,도봉구 방학로7길 67,37.6619951,127.0362661,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1202,53025, ,다가구,중랑구,중랑구 용마산로100길 74-6,37.5912042,127.1014383,13,1991-09-26,29,35,다가구,35,34.97692308,,,,,,,,,
1203,53025, ,다가구,중랑구,중랑구 용마공원로10가길 11,37.5923058,127.1012431,13,1991-09-26,29,35,다가구,35,34.97692308,,,,,,,,,
1204,53003, ,다가구,강북구,강북구 삼양로87길 33-16,37.6356428,127.0154196,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1205,53003, ,다가구,강북구,강북구 한천로166길 17-10,37.6470788,127.0173589,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1206,53010, ,다가구,도봉구,도봉구 우이천로4다길 16-10,37.6347032,127.041051,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1207,53003, ,다가구,강북구,강북구 인수봉로61길 6,37.6384726,127.0132021,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1208,53019, ,다가구,양천구,양천구 남부순환로62길 10,37.5303714,126.8294327,8,1993-10-14,27,32,다가구,32,32.42125,,,,,,,,,
1209,53019, ,다가구,양천구,양천구 목동중앙본로7가길 81-12,37.5416746,126.8668825,8,1993-10-14,27,32,다가구,32,32.42125,,,,,,,,,
1210,53010, ,다가구,도봉구,도봉구 덕릉로59라길 7,37.6408866,127.0384251,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1211,53010, ,다가구,도봉구,도봉구 노해로 209-18,37.652686,127.0524448,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1212,53010, ,다가구,도봉구,도봉구 시루봉로15가길 9,37.666929,127.0316968,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1213,53010,가동,다가구,도봉구,도봉구 시루봉로15가길 11,37.666929,127.0316968,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1214,53010,나동,다가구,도봉구,도봉구 시루봉로15가길 11,37.666929,127.0316968,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1215,53022, ,다가구,은평구,은평구 역말로 72-11,37.60581,126.91449,7,1994-12-13,26,47,1인 청년사업가,47,47.23142857,,,,,,,,,
1216,53022, ,다가구,은평구,은평구 갈현로23길 4,37.6178615,126.9114511,7,1994-12-13,26,47,1인 청년사업가,47,47.23142857,,,,,,,,,
1217,53003, ,다가구,강북구,강북구 덕릉로9길 4,37.6341048,127.0156523,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1218,53017, ,다가구,성북구,성북구 보국문로8길 49,37.611095,127.0125702,20,2000-04-19,20,23,기업인 부부,23,22.564,,,,,,,,,
1219,53005, ,다가구,관악구,관악구 대학14길 83-6,37.4666486,126.9367506,7,1993-12-30,27,31,다가구,31,31.44142857,,,,,,,,,
1220,53013, ,다가구,마포구,마포구 월드컵로7길 94,37.5522504,126.9100216,12,1996-11-30,24,25,다가구,25,25.22583333,,,,,,,,,
1221,53022, ,다가구,은평구,은평구 연서로34가길 10-11,37.6197433,126.9277419,7,1994-12-13,26,47,1인 청년사업가,47,47.23142857,,,,,,,,,
1222,53022, ,다가구,은평구,은평구 연서로34가길 10-13,37.6197433,126.9277419,7,1994-12-13,26,47,1인 청년사업가,47,47.23142857,,,,,,,,,
1223,53004, ,다가구,강서구,강서구 곰달래로49가길 16-4,37.5342843,126.8574689,7,1997-12-26,23,50,다가구,50,49.86428571,,,,,,,,,
1224,53009,101동,다가구,노원구,노원구 동일로234길 31,37.6744495,127.0574916,5,1997-10-08,23,46,다가구,46,46.452,,,,,,,,,
1225,53009,102동,다가구,노원구,노원구 동일로234길 31,37.6744495,127.0574916,5,1997-10-08,23,46,다가구,46,46.452,,,,,,,,,
1226,53007, ,다가구,구로구,구로구 개봉로16길 18-25,37.4887071,126.8579883,10,1996-06-15,24,40,다가구,40,39.578,,,,,,,,,
1227,53004, ,다가구,강서구,강서구 곰달래로57가길 23,37.5333278,126.8612649,7,1997-12-26,23,50,다가구,50,49.86428571,,,,,,,,,
1228,53004, ,다가구,강서구,강서구 등촌로13나길 29,37.5364863,126.8611127,7,1997-12-26,23,50,다가구,50,49.86428571,,,,,,,,,
1229,53019, ,다가구,양천구,양천구 가로공원로66길 5,37.5353473,126.8324511,8,1993-10-14,27,32,다가구,32,32.42125,,,,,,,,,
1230,53003, ,다가구,강북구,강북구 인수봉로52길 8,37.6354042,127.0148403,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1231,53003, ,다가구,강북구,강북구 오현로34길 35,37.6284229,127.0400963,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1232,53013, ,다가구,마포구,마포구 망원로6길 31-7,37.5553338,126.9036398,12,1996-11-30,24,25,다가구,25,25.22583333,,,,,,,,,
1233,53022,A동,다가구,은평구,은평구 연서로21길 24-22,37.616629,126.9164911,7,1994-12-13,26,47,1인 청년사업가,47,47.23142857,,,,,,,,,
1234,53022,B동,다가구,은평구,은평구 연서로21길 24-22,37.616629,126.9164911,7,1994-12-13,26,47,1인 청년사업가,47,47.23142857,,,,,,,,,
1235,53004, ,다가구,강서구,강서구 초록마을로22길 76,37.5378136,126.8491521,7,1997-12-26,23,50,다가구,50,49.86428571,,,,,,,,,
1236,53010, ,다가구,도봉구,도봉구 시루봉로15가길 6,37.666929,127.0316968,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1237,53010, ,다가구,도봉구,도봉구 시루봉로15가길 8,37.666929,127.0316968,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1238,53010, ,다가구,도봉구,도봉구 시루봉로15가길 10,37.666929,127.0316968,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1239,53010,A동,다가구,도봉구,도봉구 도당로13바길 48,37.6689023,127.0368365,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1240,53010, ,다가구,도봉구,도봉구 시루봉로13길 54,37.667343,127.0312468,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1241,53010, ,다가구,도봉구,도봉구 시루봉로15가길 17,37.666929,127.0316968,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1242,53010,A동,다가구,도봉구,도봉구 덕릉로59라길 10,37.6408866,127.0384251,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1243,53010,B동,다가구,도봉구,도봉구 덕릉로59라길 10,37.6408866,127.0384251,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1244,53010, ,다가구,도봉구,도봉구 덕릉로59마길 42,37.6404746,127.0369299,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1245,53010, ,다가구,도봉구,도봉구 마들로16길 26,37.6612829,127.0488542,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1246,53010, ,다가구,도봉구,도봉구 도봉로183길 32,37.6848333,127.0445583,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1247,53010, ,다가구,도봉구,도봉구 도봉로108길 28-6,37.6451228,127.0388284,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1248,53003,A동,다가구,강북구,강북구 인수봉로 305-1,37.6360479,127.0130527,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1249,53003,B동,다가구,강북구,강북구 인수봉로 305-1,37.6360479,127.0130527,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1250,53017, ,다가구,성북구,성북구 보국문로16다길 7,37.6131502,127.0125573,20,2000-04-19,20,23,기업인 부부,23,22.564,,,,,,,,,
1251,53003, ,다가구,강북구,강북구 한천로170길 28,37.6478576,127.0185771,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1252,53003, ,다가구,강북구,강북구 삼양로124길 29-2,37.644983,127.0166874,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1253,53003, ,다가구,강북구,강북구 인수봉로76길 7-6,37.643708,127.012045,7,1994-03-24,26,38,다가구,38,37.70428571,,,,,,,,,
1254,53017, ,다가구,성북구,성북구 보국문로8길 93,37.611095,127.0125702,20,2000-04-19,20,23,기업인 부부,23,22.564,,,,,,,,,
1255,53022, ,다가구,은평구,은평구 갈현로33가길 5-10,37.6227799,126.912732,7,1994-12-13,26,47,1인 청년사업가,47,47.23142857,,,,,,,,,
1256,53022, ,다가구,은평구,은평구 갈현로33가길 5-8,37.6239772,126.9126519,7,1994-12-13,26,47,1인 청년사업가,47,47.23142857,,,,,,,,,
1257,53004, ,다가구,강서구,강서구 곰달래로35길 41-9,37.5331725,126.8546716,7,1997-12-26,23,50,다가구,50,49.86428571,,,,,,,,,
1258,53010,B동,다가구,도봉구,도봉구 도당로13바길 48,37.6689023,127.0368365,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1259,53010, ,다가구,도봉구,도봉구 우이천로34길 27,37.649897,127.0236653,7,1996-12-10,24,41,만화가,41,40.86857143,,,,,,,,,
1260,53019, ,다가구,양천구,양천구 남부순환로62길 20-1,37.5303714,126.8294327,8,1993-10-14,27,32,다가구,32,32.42125,,,,,,,,,
1261,53004, ,다가구,강서구,강서구 강서로18바길 8-12,37.5359582,126.8502813,7,1997-12-26,23,50,다가구,50,49.86428571,,,,,,,,,
1262,53022, ,다가구,은평구,은평구 서오릉로20길 12,37.6170002,126.9103593,7,1994-12-13,26,47,1인 청년사업가,47,47.23142857,,,,,,,,,
1263,53022, ,다가구,은평구,은평구 갈현로21길 17-13,37.6161563,126.9118717,7,1994-12-13,26,47,1인 청년사업가,47,47.23142857,,,,,,,,,
1264,53022, ,다가구,은평구,은평구 갈현로19길 12-5,37.615296,126.9116883,7,1994-12-13,26,47,1인 청년사업가,47,47.23142857,,,,,,,,,
1265,53022, ,다가구,은평구,은평구 갈현로33가길 7-15,37.6227799,126.912732,7,1994-12-13,26,47,1인 청년사업가,47,47.23142857,,,,,,,,,
1266,53007, ,다가구,구로구,구로구 개봉로1가길 11,37.4857452,126.8537073,10,1996-06-15,24,40,다가구,40,39.578,,,,,,,,,
1267,53019, ,다가구,양천구,양천구 남부순환로62길 20,37.5303714,126.8294327,8,1993-10-14,27,32,다가구,32,32.42125,,,,,,,,,
