no,code,name,type,gu,gujuso,x,y,room,year,old,area,resident,ave_area,area,a1,a2,a3,a4,a5,a6,a7,a8,a9
433,70302,DMC래미안e편한세상(가재울뉴타운3),재개발,서대문구,서대문구 수색로 100 ,37.5668793,126.9198359,629,2012-10-05,8,"39,47",재개발,43,39,47,,,,,,,,
434,20605,서초네이처힐1단지,외국인임대,서초구,서초구 형촌길 35 ,37.4642601,127.020162,6,2012-10-15,8,"49,84,114",외국인임대,82,49,84,114,,,,,,,
435,20605,서초네이처힐1단지,장기전세,서초구,서초구 형촌길 35 ,37.4642601,127.020162,6,2012-10-15,8,"49,84,114",장기전세,82,49,84,114,,,,,,,
436,22324,연남공공원룸텔(임대),도시형생활주택-희망하우징,마포구,마포구 성미산로17길 79 ,37.564254,126.9174972,30,2012-12-10,8,14,도시형생활주택-희망하우징,14,14,,,,,,,,,
437,22323,문정공공원룸텔,도시형생활주택-원룸,송파구,송파구 새말로 114-1 ,37.4832414,127.1288241,31,2012-10-22,8,14,1인 청년 근로자 등,14,14,,,,,,,,,
438,70303,흑석한강센트레빌2차(흑석6),재개발,동작구,동작구 서달로 91 ,37.5078977,126.9626972,165,2012-12-24,8,"38,46,53",재개발,46,38,46,53,,,,,,,
439,20607,서초네이처힐3단지,"국민,장기혼합",서초구,서초구 태봉로2길 60 ,37.4619455,127.0260862,543,2012-12-30,8,"59,84","국민,장기혼합",72,59,84,,,,,,,,
440,20607,서초네이처힐3단지,"국민,장기혼합",서초구,서초구 태봉로2길 60 ,37.4619455,127.0260862,543,2012-12-30,8,"59,84","국민,장기혼합",72,59,84,,,,,,,,
441,20610,서초네이처힐6단지,"국민,장기혼합",서초구,서초구 태봉로2길 30 ,37.4619455,127.0260862,168,2013-01-21,8,"39,49,59","국민,장기혼합",49,39,49,59,,,,,,,
442,20610,서초네이처힐6단지,"국민,장기혼합",서초구,서초구 태봉로2길 30 ,37.4619455,127.0260862,168,2013-01-21,8,"39,49,59","국민,장기혼합",49,39,49,59,,,,,,,
443,22331,공릉공공원룸텔,도시형생활주택-희망하우징,노원구,노원구 화랑로51가길 3 ,37.6237699,127.0905768,14,2013-03-04,7,"9,10,12,14",도시형생활주택-희망하우징,11,9,10,12,14,,,,,,
444,70300,메세나폴리스(합정1),재개발,마포구,마포구 양화로 45 ,37.5502395,126.9139625,77,2012-09-21,8,"48,59",재개발,54,48,59,,,,,,,,
445,70306,래미안옥수리버젠(옥수12),재개발,성동구,성동구 매봉길 17 ,37.5460478,127.0144534,310,2013-03-31,7,39,재개발,39,39,,,,,,,,,
446,70307,래미안크래시티(전농7),재개발,동대문구,동대문구 사가정로 65 ,37.5802662,127.0762488,413,2013-04-30,7,35,재개발,35,35,,,,,,,,,
447,70304,래미안도곡카운티,재건축장기전세,강남구,강남구 도곡로 320 ,37.4911463,127.0368092,14,2013-02-25,8,59,재건축장기전세,59,59,,,,,,,,,
448,20651,묵동리본타워(묵동시프트),장기전세,중랑구,중랑구 신내로 277 ,37.6000642,127.0970247,86,2013-05-30,7,"59,84",장기전세,72,59,84,,,,,,,,
449,22333,역삼동 공공원룸텔,도시형생활주택-원룸,강남구,강남구 도곡로23길 5 ,37.4933743,127.0394806,30,2013-09-17,7,12,1인 청년 근로자 등,12,12,,,,,,,,,
450,20649,양재동 102번지 장기전세아파트,장기전세,서초구,서초구 바우뫼로18길 20 ,37.4739906,127.0332368,231,2013-10-04,7,"59,84,114",장기전세,86,59,84,114,,,,,,,
451,70305,강서한강자이,재건축장기전세,강서구,강서구 양천로55길 55 ,37.56585755,126.849083,81,2013-09-25,7,"59,84,98,102",재건축장기전세,86,59,84,98,102,,,,,,
452,22257,내곡보금자리지구7단지(임대),장기전세,서초구,서초구 청계산로11길 7-12 ,37.4479388,127.0575822,241,2013-09-30,7,"49,59,84",장기전세,64,49,59,84,,,,,,,
453,70308,북한산코오롱하늘채(쌍문1),재개발,도봉구,도봉구 우이천로 367 ,37.6482175,127.0241677,50,2013-10-25,7,34,재개발,34,34,,,,,,,,,
454,70309,녹번센트레빌(응암3),재개발,은평구,은평구 백련산로 160 ,37.5939709,126.9231338,60,2013-09-26,7,"39,42,59",재개발,47,39,42,59,,,,,,,
455,70311,불광롯데캐슬(불광4),재개발,은평구,은평구 불광로 64 ,37.6099029,126.9283073,100,2013-09-30,7,"32,44",재개발,38,32,44,,,,,,,,
456,20637,신내3지구 2단지(임대),"국민,장기혼합",중랑구,중랑구 신내역로 165 ,37.6168178,127.1105508,703,2013-12-13,7,"39,49,59","국민,장기혼합",49,39,49,59,,,,,,,
457,79211,신내3지구2단지(서울리츠3호),"국민,장기혼합",중랑구,중랑구 신내역로 165 ,37.6168178,127.1105508,136,2013-12-13,7,114,"국민,장기혼합",114,114,,,,,,,,,
458,20637,신내3지구 2단지(임대),"국민,장기혼합",중랑구,중랑구 신내역로 165 ,37.6168178,127.1105508,703,2013-12-13,7,"39,49,59","국민,장기혼합",49,39,49,59,,,,,,,
459,20646,천왕2지구1단지(임대),"국민,장기혼합",구로구,구로구 오류로 30 ,37.4902423,126.8403568,316,2013-12-13,7,"39,49,59","국민,장기혼합",49,39,49,59,,,,,,,
460,20646,천왕2지구1단지(임대),"국민,장기혼합",구로구,구로구 오류로 30 ,37.4902423,126.8403568,316,2013-12-13,7,"39,49,59","국민,장기혼합",49,39,49,59,,,,,,,
461,91055,방학동 두레주택(리모델링) 시범사업,기타임대,도봉구,도봉구 시루봉로15라길 63 ,37.6686838,127.0331775,8,1985-10-21,35,"27,28,31,34,37,38,42,47",마을주민,36,27,28,31,34,37,38,42,47,,
462,70313,e편한세상(보문4),재개발,성북구,성북구 보문사길 40 ,37.5829936,127.0176474,79,2013-12-26,7,31,재개발,31,31,,,,,,,,,
463,90161,공공기숙사,도시형생활주택-희망하우징,은평구,은평구 통일로 943,37.6024,126.9293,23,2015-09-01,5,12,기숙사,12,11.55,,,,,,,,,
464,20647,천왕2지구2단지(임대),"국민,장기혼합",구로구,구로구 오리로 1102-10 ,37.4885175,126.8363607,367,2014-01-03,7,"59,84","국민,장기혼합",72,59,84,,,,,,,,
465,79205,천왕2지구2단지(서울리츠3호),"국민,장기혼합",구로구,구로구 오리로 1102-10 ,37.4885175,126.8363607,92,2014-01-03,7,101,"국민,장기혼합",101,101,,,,,,,,,
466,20647,천왕2지구2단지(임대),"국민,장기혼합",구로구,구로구 오리로 1102-10 ,37.4885175,126.8363607,367,2014-01-03,7,"59,84","국민,장기혼합",72,59,84,,,,,,,,
467,70310,테헤란아이파크,재건축장기전세,강남구,강남구 테헤란로52길 16 ,37.5029825,127.0476773,11,2014-01-24,7,59,재건축장기전세,59,59,,,,,,,,,
468,22345,공릉동657-7 기숙사,도시형생활주택-희망하우징,노원구,노원구 화랑로 464 ,37.615837,127.0699382,43,2014-02-06,7,"7,18",도시형생활주택-희망하우징,13,7,18,,,,,,,,
469,22261,세곡2보금자리지구3단지(임대),"영구,국민,장기혼합",강남구,강남구 밤고개로21길 25 ,37.4733456,127.1123547,662,2014-03-03,7,"59,84","영구,국민,장기혼합",72,59,84,,,,,,,,
470,22261,세곡2보금자리지구3단지(임대),"영구,국민,장기혼합",강남구,강남구 밤고개로21길 25 ,37.4733456,127.1123547,662,2014-03-03,7,"59,84","영구,국민,장기혼합",72,59,84,,,,,,,,
471,22261,세곡2보금자리지구3단지(임대),"영구,국민,장기혼합",강남구,강남구 밤고개로21길 25 ,37.4733456,127.1123547,662,2014-03-03,7,"59,84","영구,국민,장기혼합",72,59,84,,,,,,,,
472,22263,세곡2보금자리지구4단지(임대),"영구,국민,장기혼합",강남구,강남구 자곡로 260 ,37.4694739,127.0917658,473,2014-03-03,7,"49,59","영구,국민,장기혼합",54,49,59,,,,,,,,
473,22263,세곡2보금자리지구4단지(임대),"영구,국민,장기혼합",강남구,강남구 자곡로 260 ,37.4694739,127.0917658,473,2014-03-03,7,"49,59","영구,국민,장기혼합",54,49,59,,,,,,,,
474,22263,세곡2보금자리지구4단지(임대),"영구,국민,장기혼합",강남구,강남구 자곡로 260 ,37.4694739,127.0917658,473,2014-03-03,7,"49,59","영구,국민,장기혼합",54,49,59,,,,,,,,
475,22344,내발산동740 기숙사,도시형생활주택-희망하우징,강서구,강서구 수명로1길 131 ,37.5541585,126.8257048,26,2014-03-28,6,"11,23",도시형생활주택-희망하우징,17,11,23,,,,,,,,
476,70320,마포자이2차(대흥3),재개발,마포구,마포구 서강대길 40 ,37.5496983,126.9415229,96,2014-03-06,6,"37,40",재개발,39,37,40,,,,,,,,
477,70314,방배롯데캐슬아르떼,재건축장기전세,서초구,서초구 방배천로18길 11 ,37.4819682,126.9847914,61,2013-11-20,7,59,재건축장기전세,59,59,,,,,,,,,
478,70312,현대프레미어스엠코(상봉8),재개발,중랑구,중랑구 망우로 353 ,37.5968971,127.0877016,24,2013-11-08,7,"56,57,59",재개발,57,56,57,59,,,,,,,
479,70319,영등포아트자이(도림16),재개발,영등포구,영등포구 도영로 66 ,37.5079055,126.894735,147,2014-03-15,6,"36,40,51",재개발,42,36,40,51,,,,,,,
480,22253,내곡보금자리지구5단지(임대),장기전세,서초구,서초구 청계산로7길 43 ,37.4509778,127.054993,152,2014-05-08,6,59,장기전세,59,59,,,,,,,,,
481,70318,왕십리텐즈힐2(왕십리뉴타운2),재개발,성동구,성동구 마장로 137 ,37.56668,127.0438,211,2014-02-27,7,36,재개발,36,36,,,,,,,,,
482,70317,신정뉴타운롯데캐슬(신정1-4),재개발,양천구,양천구 중앙로29길 61 ,37.518002,126.8485587,160,2014-02-07,7,36,재개발,36,36,,,,,,,,,
483,70315,개봉푸르지오,재건축장기전세,구로구,구로구 남부순환로 775 ,37.4928556,126.8648948,115,2014-05-20,6,59,재건축장기전세,59,59,,,,,,,,,
484,22237,마곡지구 14단지(임대),"국민,장기혼합",강서구,강서구 마곡중앙로 33 ,37.5572643,126.8261089,593,2014-04-29,6,"59,84","국민,장기혼합",72,59,84,,,,,,,,
485,22239,마곡지구 15단지(임대),"국민,장기혼합",강서구,강서구 마곡중앙로 36 ,37.5571764,126.8269654,456,2014-04-29,6,"59,84","국민,장기혼합",72,59,84,,,,,,,,
486,79220,마곡지구14단지(서울리츠3호),"국민,장기혼합",강서구,강서구 마곡중앙로 33 ,37.5572643,126.8261089,24,2014-04-29,6,114,"국민,장기혼합",114,114,,,,,,,,,
487,22237,마곡지구 14단지(임대),"국민,장기혼합",강서구,강서구 마곡중앙로 33 ,37.5572643,126.8261089,593,2014-04-29,6,"59,84","국민,장기혼합",72,59,84,,,,,,,,
488,22239,마곡지구 15단지(임대),"국민,장기혼합",강서구,강서구 마곡중앙로 36 ,37.5571764,126.8269654,456,2014-04-29,6,"59,84","국민,장기혼합",72,59,84,,,,,,,,
489,22221,마곡지구 6단지(임대),"국민,장기혼합",강서구,강서구 마곡서1로 100 ,37.5587111,126.8202228,628,2014-05-14,6,"59,84","국민,장기혼합",72,59,84,,,,,,,,
490,22223,마곡지구 7단지(임대),"국민,장기혼합",강서구,강서구 마곡서로 133 ,37.5552582,126.8202411,258,2014-05-14,6,"59,84","국민,장기혼합",72,59,84,,,,,,,,
491,22221,마곡지구 6단지(임대),"국민,장기혼합",강서구,강서구 마곡서1로 100 ,37.5587111,126.8202228,628,2014-05-14,6,"59,84","국민,장기혼합",72,59,84,,,,,,,,
492,22223,마곡지구 7단지(임대),"국민,장기혼합",강서구,강서구 마곡서로 133 ,37.5552582,126.8202411,258,2014-05-14,6,"59,84","국민,장기혼합",72,59,84,,,,,,,,
493,20652,신정공공주택(신정도시마을),도시형생활주택,양천구,양천구 신정로13가길 6 ,37.5121693,126.843483,92,2014-06-13,6,39,신혼부부,39,39,,,,,,,,,
494,22211,마곡지구 1단지(임대),"국민,장기혼합",강서구,강서구 마곡서1로 131 ,37.5587111,126.8202228,130,2014-05-21,6,"49,59","국민,장기혼합",54,49,59,,,,,,,,
495,22213,마곡지구 2단지(임대),"국민,장기혼합",강서구,강서구 마곡서1로 146 ,37.5587111,126.8202228,115,2014-05-21,6,"59,84","국민,장기혼합",72,59,84,,,,,,,,
496,22215,마곡지구 3단지(임대),"국민,장기혼합",강서구,강서구 마곡서1로 132 ,37.5587111,126.8202228,101,2014-05-21,6,"49,59","국민,장기혼합",54,49,59,,,,,,,,
497,22211,마곡지구 1단지(임대),"국민,장기혼합",강서구,강서구 마곡서1로 131 ,37.5587111,126.8202228,130,2014-05-21,6,"49,59","국민,장기혼합",54,49,59,,,,,,,,
498,79219,마곡지구2단지(서울리츠3호),"국민,장기혼합",강서구,강서구 마곡서1로 146 ,37.5587111,126.8202228,24,2014-05-21,6,114,"국민,장기혼합",114,114,,,,,,,,,
499,22213,마곡지구 2단지(임대),"국민,장기혼합",강서구,강서구 마곡서1로 146 ,37.5587111,126.8202228,115,2014-05-21,6,"59,84","국민,장기혼합",72,59,84,,,,,,,,
500,22215,마곡지구 3단지(임대),"국민,장기혼합",강서구,강서구 마곡서1로 132 ,37.5587111,126.8202228,101,2014-05-21,6,"49,59","국민,장기혼합",54,49,59,,,,,,,,
501,22217,마곡지구 4단지(임대),"국민,장기혼합",강서구,강서구 마곡서로 175 ,37.5688609,126.8247599,174,2014-05-24,6,"49,59","국민,장기혼합",54,49,59,,,,,,,,
502,20635,신내3지구 1단지(임대),"국민,장기혼합",중랑구,중랑구 신내역로1길 85 ,37.6162509,127.1074384,428,2014-06-18,6,"39,49,59","국민,장기혼합",49,39,49,59,,,,,,,
503,22217,마곡지구 4단지(임대),"국민,장기혼합",강서구,강서구 마곡서로 175 ,37.5688609,126.8247599,174,2014-05-24,6,"49,59","국민,장기혼합",54,49,59,,,,,,,,
504,79212,신내3지구1단지(서울리츠3호),"국민,장기혼합",중랑구,중랑구 신내역로1길 85 ,37.6162509,127.1074384,38,2014-06-18,6,101,"국민,장기혼합",101,101,,,,,,,,,
505,20635,신내3지구 1단지(임대),"국민,장기혼합",중랑구,중랑구 신내역로1길 85 ,37.6162509,127.1074384,428,2014-06-18,6,"39,49,59","국민,장기혼합",49,39,49,59,,,,,,,
506,22219,마곡지구 5단지(임대),"국민,장기혼합",강서구,강서구 마곡서1로 111-11 ,37.5587111,126.8202228,103,2014-05-28,6,"49,59","국민,장기혼합",54,49,59,,,,,,,,
507,22219,마곡지구 5단지(임대),"국민,장기혼합",강서구,강서구 마곡서1로 111-11 ,37.5587111,126.8202228,103,2014-05-28,6,"49,59","국민,장기혼합",54,49,59,,,,,,,,
508,22251,내곡보금자리지구3단지(임대),장기전세,서초구,서초구 헌릉로8길 22 ,37.4561533,127.0591071,162,2014-06-24,6,"59,84",장기전세,72,59,84,,,,,,,,
509,20648,양재동212 장기전세아파트,장기전세,서초구,서초구 매헌로16길 40 ,37.4669421,127.0354287,390,2014-06-26,6,"59,84,114",장기전세,86,59,84,114,,,,,,,
510,70324,래미안마포리버웰(용강2),재개발,마포구,마포구 토정로31길 23 ,37.5428,126.94372,97,2014-07-15,6,"36,41,51",재개발,43,36,41,51,,,,,,,
511,22247,내곡보금자리지구1단지(임대),장기전세,서초구,서초구 헌릉로8길 58 ,37.4561533,127.0591071,215,2014-07-13,6,"59,84",장기전세,72,59,84,,,,,,,,
512,70316,중계한화꿈에그린,재건축장기전세,노원구,노원구 중계로8길 29 ,37.6480529,127.0836365,34,2014-08-28,6,59,재건축장기전세,59,59,,,,,,,,,
513,22352,사당동원룸,도시형생활주택-원룸,동작구,동작구 남부순환로255다길 20 ,37.4780328,126.9719053,30,2014-09-15,6,14,중소기업 청년,14,14,,,,,,,,,
514,22334,가양동 주택협동조합형 임대주택,도시형생활주택,강서구,강서구 양천로61길 50 ,37.5580516,126.8642944,24,2014-08-23,6,49,육아세대,49,49,,,,,,,,,
515,70325,래미안위브(답십리16),재개발,동대문구,동대문구 답십리로 130 ,37.5728434,127.0609449,453,2014-10-13,6,"36,50",재개발,43,36,50,,,,,,,,
516,70327,돈암5구역,재개발,성북구,성북구 동소문로34길 73 ,37.5980744,127.0219384,84,2014-10-31,6,34,재개발,34,34,,,,,,,,,
517,70328,상수1구역,재개발,마포구,마포구 독막로20나길 22 ,37.5466686,126.9261764,73,2014-10-30,6,"35,39,41,51",재개발,42,35,39,41,51,,,,,,
518,70329,상수2구역,재개발,마포구,마포구 독막로20나길 21 ,37.5466686,126.9261764,91,2014-10-30,6,"34,40,52",재개발,42,34,40,52,,,,,,,
519,70321,아크로힐스논현,재건축장기전세,강남구,강남구 언주로 604 ,37.4737755,127.0607968,34,2014-12-08,6,56,재건축장기전세,56,56,,,,,,,,,
520,70323,서초삼익롯데캐슬프레지던트,재건축장기전세,서초구,서초구 서초중앙로24길 57 ,37.4948806,127.0153218,7,2014-11-13,6,84,재건축장기전세,84,84,,,,,,,,,
521,20627,"기자촌11단지(은평3-12,임대)",장기전세,은평구,은평구 연서로46길 7 ,37.6334783,126.9346525,21,2014-12-30,6,84,장기전세,84,84,,,,,,,,,
522,22330,천왕여성안심주택,도시형생활주택-원룸,구로구,구로구 천왕로50 ,37.481509,126.838728,96,2015-01-28,6,14,1인 여성,14,14,,,,,,,,,
523,70332,용강3구역,재개발,마포구,마포구 토정로31길 24 ,37.5428,126.94372,93,2015-01-26,6,"39,43,45,49,56",재개발,46,39,43,45,49,56,,,,,
524,70330,용두4구역,재개발,동대문구,동대문구 한빛로 73 ,37.5788373,127.0292359,57,2015-02-24,6,"38.72,.40.32,50.80,59.99",재개발,50,38.72,.40.32,50.8,59.99,,,,,,
525,22340,수유동 486-682 장기전세주택,장기전세,강북구,강북구 인수봉로 101 ,37.6360479,127.0130527,18,2015-03-26,5,41,장기전세,41,41,,,,,,,,,
526,22353,만리동 예술인 협동조합형 공동주택,기타임대,중구,중구 만리재로27길 69 ,37.55421103,126.9621526,29,2015-03-31,5,"22,45,54",예술인,40,22,45,54,,,,,,,
527,70322,면목2코오롱하늘채,재건축장기전세,중랑구,중랑구 용마산로 210 ,37.5997955,127.1004166,9,2015-03-19,5,59,재건축장기전세,59,59,,,,,,,,,
528,22255,내곡보금자리지구6단지(임대),국민임대,서초구,서초구 청계산로9길 1-12 ,37.450118,127.0575307,196,2015-04-07,5,49,국민임대,49,49,,,,,,,,,
529,22255,내곡보금자리지구6단지(임대),장기전세,서초구,서초구 청계산로9길 1-12 ,37.450118,127.0575307,196,2015-04-07,5,49,장기전세,49,49,,,,,,,,,
530,22255,내곡보금자리지구6단지(임대),영구임대,서초구,서초구 청계산로9길 1-12 ,37.450118,127.0575307,196,2015-04-07,5,49,영구임대,49,49,,,,,,,,,
531,70334,정릉10구역,재개발,성북구,성북구 아리랑로19가길 21 ,37.6018825,127.0112883,60,2015-04-30,5,"31,39,41,42,51",재개발,41,31,39,41,42,51,,,,,
532,22249,내곡보금자리지구2단지(임대),국민임대,서초구,서초구 헌릉로8길 45 ,37.4561533,127.0591071,681,2015-05-06,5,"39,49",국민임대,44,39,49,,,,,,,,
533,22249,내곡보금자리지구2단지(임대),장기전세,서초구,서초구 헌릉로8길 45 ,37.4561533,127.0591071,681,2015-05-06,5,"39,49",장기전세,44,39,49,,,,,,,,
534,70335,왕십리텐즈힐1(왕십리뉴타운1),재개발,성동구,성동구 무학로 33 ,37.5647517,127.0300761,333,2015-04-24,5,36,재개발,36,36,,,,,,,,,
535,70333,아현4구역(공덕자이),재개발,마포구,마포구 마포대로26길 22 ,37.5548192,126.9592979,201,2015-04-13,5,36,재개발,36,36,,,,,,,,,
536,70331,목동센트럴푸르지오,재건축장기전세,양천구,양천구 오목로 354 ,37.5260504,126.8651705,67,2015-06-30,5,"57,84,110",재건축장기전세,84,57,84,110,,,,,,,
537,70336,북한산푸르지오(녹번1-3),재개발,은평구,은평구 통일로 660 ,37.6081082,126.9320386,155,2015-07-22,5,"38,40,51",재개발,43,38,40,51,,,,,,,
538,22265,세곡2보금자리지구6단지(임대),장기전세,강남구,강남구 밤고개로26길 50 ,37.47092575,127.1067427,119,2015-07-26,5,59,장기전세,59,59,,,,,,,,,
539,22267,세곡2보금자리지구8단지(임대),장기전세,강남구,강남구 밤고개로27길 20 ,37.4720842,127.1077515,99,2015-07-26,5,"59,84",장기전세,72,59,84,,,,,,,,
540,22265,세곡2보금자리지구6단지(임대),국민임대,강남구,강남구 밤고개로26길 50 ,37.47092575,127.1067427,119,2015-07-26,5,59,국민임대,59,59,,,,,,,,,
541,22267,세곡2보금자리지구8단지(임대),국민임대,강남구,강남구 밤고개로27길 20 ,37.4720842,127.1077515,99,2015-07-26,5,"59,84",국민임대,72,59,84,,,,,,,,
542,22337,천왕이펜하우스 7,행복주택,구로구,구로구 천왕로 21 ,37.4804362,126.8395187,374,2015-10-27,5,29,행복주택,29,29,,,,,,,,,
543,22361,서초선포레,행복주택,서초구,서초구 청계산로9길 1-3 ,37.450118,127.0575307,87,2015-09-12,5,"19,29",행복주택,24,19,29,,,,,,,,
544,22354,신내 의료안심주택,기타임대,중랑구,중랑구 신내로16길 33 ,37.6137502,127.0979089,222,2015-08-08,5,"18,29",의료약자(만성질환자 등),24,18,29,,,,,,,,
545,91069,보린두레주택(금천구 시흥동),기타임대,금천구,금천구 시흥대로24길 50 ,37.44126205,126.9071468,10,2015-08-26,5,"15,16",홀몸어르신,16,15,16,,,,,,,,
546,22336,강일리버파크 11,행복주택,강동구,강동구 고덕로97길 100 ,37.5609653,127.1799783,346,2015-10-29,5,29,행복주택,29,29,,,,,,,,,
547,70339,아현역푸르지오(북아현1-2),재개발,서대문구,서대문구 북아현로1길 50 ,37.5586955,126.9541525,163,2015-10-23,5,"34,49,53",재개발,45,34,49,53,,,,,,,
548,22321,등촌장기전세주택,장기전세,강서구,강서구 공항대로 359 ,37.5590801,126.8325154,54,2015-11-17,5,49,장기전세,49,49,,,,,,,,,
549,22338,수서동 721-1 장기전세주택,장기전세,강남구,강남구 광평로60길 32 ,37.4865446,127.1076709,73,2015-01-21,6,"35,45",장기전세,40,35,45,,,,,,,,
550,30169,화곡동 청년 협동조합 주택,기타임대,강서구,강서구 강서로5라길 26 ,37.5299233,126.8541161,15,2015-12-26,5,21,청년 직장인,21,21,,,,,,,,,
551,70343,래미안웰스트림(현석2구역),재개발,마포구,마포구 토정로18길 11 ,37.5438607,126.9363056,132,2016-01-28,5,"39,49,59",재개발,49,39,49,59,,,,,,,
552,22320,중계센트럴파크,국민임대,노원구,노원구 덕릉로70가길 21 ,37.6436215,127.0593747,115,2016-01-17,5,49,국민임대,49,49,,,,,,,,,
553,22320,중계센트럴파크,장기전세,노원구,노원구 덕릉로70가길 21 ,37.6436215,127.0593747,115,2016-01-17,5,49,장기전세,49,49,,,,,,,,,
554,30143,강일2 준주거2(리엔타운),도시형생활주택,강동구,강동구 상일로12길 89 ,37.5569624,127.1731965,76,2016-02-18,5,"19,30,33",1~2인 가구,27,19,30,33,,,,,,,
555,70341,홍제금호어울림,재건축장기전세,서대문구,서대문구 모래내로 411 ,37.5806776,126.9346206,34,2016-02-15,5,59,재건축장기전세,59,59,,,,,,,,,
556,70340,상도동효성해링턴플레이스,재건축장기전세,동작구,동작구 상도로 207 ,37.5051281,126.9450798,55,2016-02-03,5,"59,84",재건축장기전세,72,59,84,,,,,,,,
557,70337,래미안대치팰리스,재건축장기전세,강남구,강남구 삼성로51길 37 ,37.4940228,127.0584864,40,2015-09-26,5,59,재건축장기전세,59,59,,,,,,,,,
558,70338,DMC파크뷰자이(가재울4),재개발,서대문구,서대문구 가재울미래로 2 ,37.5722359,126.9145218,750,2015-10-26,5,"39,49,59",재개발,49,39,49,59,,,,,,,
559,70344,신금호파크자이(금호13),재개발,성동구,성동구 금호로 173 ,37.544754,127.0244115,198,2016-04-20,4,34,재개발,34,34,,,,,,,,,
560,70353,신정제4구역,재개발,양천구,양천구 중앙로36길 15 ,37.5196865,126.8571227,185,2016-05-19,4,"36,46,51",재개발,44,36,46,51,,,,,,,
561,70354,래미안영등포프레비뉴아파트(신길11구역),재개발,영등포구,영등포구 가마산로 442 ,37.4989764,126.8959882,172,2015-12-19,5,"39,49,59",재개발,49,39,49,59,,,,,,,
562,70342,역삼자이,재건축장기전세,강남구,강남구 언주로 420 ,37.4737755,127.0607968,51,2016-06-22,4,59,재건축장기전세,59,59,,,,,,,,,
563,22225,마곡지구 8단지(임대),장기전세,강서구,강서구 마곡서1로 81 ,37.56305885,126.8206237,205,2016-07-22,4,59,장기전세,59,59,,,,,,,,,
564,22225,마곡지구 8단지(임대),국민임대,강서구,강서구 마곡서1로 81 ,37.56305885,126.8206237,205,2016-07-22,4,59,국민임대,59,59,,,,,,,,,
565,22229,마곡지구 10단지(임대),장기전세,강서구,강서구 마곡중앙1로 72 ,37.558542,126.8218699,319,2016-08-09,4,59,장기전세,59,59,,,,,,,,,
566,22229,마곡지구 10단지(임대),국민임대,강서구,강서구 마곡중앙1로 72 ,37.558542,126.8218699,319,2016-08-09,4,59,국민임대,59,59,,,,,,,,,
567,22342,신정4지구 보금자리주택(임대),국민임대,양천구,양천구 신정로 110 ,37.5065896,126.8347818,220,2016-08-14,4,"49,59",국민임대,54,49,59,,,,,,,,
568,22342,신정4지구 보금자리주택(임대),장기전세,양천구,양천구 신정로 110 ,37.5065896,126.8347818,220,2016-08-14,4,"49,59",장기전세,54,49,59,,,,,,,,
569,70348,마곡힐스테이트,재건축장기전세,강서구,강서구 마곡중앙3로 74 ,37.5637992,126.8183647,59,2015-12-17,5,60,재건축장기전세,60,59.99,,,,,,,,,
570,70345,상도두산위브트레지움,재건축장기전세,동작구,동작구 상도로30길 40 ,37.5039647,126.9418977,160,2016-01-27,5,"59,84",재건축장기전세,72,59,84,,,,,,,,
571,70347,래미안신반포팰리스,재건축장기전세,서초구,서초구 잠원로8길 35,37.5147005,127.0105924,81,2016-06-07,4,59,재건축장기전세,59,59,,,,,,,,,
572,70352,올림픽파크한양수자인,재건축장기전세,강동구,강동구 성내로 80 ,37.52893,127.12503,43,2016-08-18,4,59,재건축장기전세,59,59,,,,,,,,,
573,70346,신대림2차신동아파밀리에,재건축장기전세,영등포구,영등포구 디지털로 420 ,37.49274,126.90365,14,2016-07-29,4,59,재건축장기전세,59,59,,,,,,,,,
574,70350,아크로리버파크 반포,재건축장기전세,서초구,서초구 신반포로15길 19 ,37.5041415,126.9945667,85,2016-08-10,4,59,재건축장기전세,59,59,,,,,,,,,
575,70355,상도파크자이(상도제10구역),재개발,동작구,동작구 장승배기로11가길 11 ,37.50661748,126.9388366,84,2016-08-29,4,38,재개발,38,38,,,,,,,,,
576,22231,마곡지구 11단지(임대),장기전세,강서구,강서구 공항대로 124 ,37.5590801,126.8325154,139,2016-07-17,4,59,장기전세,59,59,,,,,,,,,
577,22233,마곡지구 12단지(임대),장기전세,강서구,강서구 공항대로 140 ,37.5597127,126.8227272,168,2016-07-17,4,59,장기전세,59,59,,,,,,,,,
578,22231,마곡지구 11단지(임대),국민임대,강서구,강서구 공항대로 124 ,37.5590801,126.8325154,139,2016-07-17,4,59,국민임대,59,59,,,,,,,,,
579,22233,마곡지구 12단지(임대),국민임대,강서구,강서구 공항대로 140 ,37.5597127,126.8227272,168,2016-07-17,4,59,국민임대,59,59,,,,,,,,,
580,70356,옥수파크힐스(옥수13),재개발,성동구,성동구 매봉길 50 ,37.5460478,127.0144534,340,2016-11-11,4,"33,44",재개발,39,33,44,,,,,,,,
581,70349,금천롯데캐슬골드파크1차,재건축장기전세,금천구,금천구 벚꽃로 40 ,37.46024745,126.8937116,183,2016-11-30,4,"59,71,72,84",재건축장기전세,72,59,71,72,84,,,,,,
582,30149,수락리버타운,행복주택,노원구,노원구 누원로 19 ,37.69288383,127.0521121,48,2016-10-18,4,"21,31",행복주택,26,21,31,,,,,,,,
