no,name,line,trans,x,y,coporation,juso
261,역촌,서울 도시철도 6호선,일반역,37.60625985,126.9227732,서울교통공사,서울특별시 은평구 서오릉로 지하63 (녹번동)
262,디지털미디어시티,서울 도시철도 6호선,일반역,37.57663026,126.8996845,서울교통공사,서울특별시 은평구 수색로 지하175 (증산동)
263,구산,서울 도시철도 6호선,일반역,37.61125852,126.9171923,서울교통공사,서울특별시 은평구 연서로 지하137-1(구산동)
264,증산,서울 도시철도 6호선,일반역,37.58375597,126.9094115,서울교통공사,서울특별시 은평구 증산로 지하306(증산동)
265,새절,서울 도시철도 6호선,일반역,37.59099413,126.9136601,서울교통공사,서울특별시 은평구 증산로 지하400 (신사동
266,응암,서울 도시철도 6호선,일반역,37.59853005,126.9155088,서울교통공사,서울특별시 은평구 증산로 지하477 (역촌동)
267,구파발,서울 도시철도 3호선,일반역,37.63664912,126.9187832,서울교통공사,서울특별시 은평구 진관2로 지하 15-25 (진관동)
268,녹번,서울 도시철도 3호선,일반역,37.60085525,126.935753,서울교통공사,서울특별시 은평구 통일로 지하 602-1 (녹번동)
269,불광,서울 도시철도 6호선,일반역,37.61033354,126.9298281,서울교통공사,서울특별시 은평구 통일로 지하 723-1 (대조동)
270,불광,서울 도시철도 3호선,일반역,37.61013354,126.9296281,서울교통공사,"서울특별시 은평구 통일로 지하 723-1 (대조동, 3호선 불광역)"
271,연신내,서울 도시철도 3호선,일반역,37.61881292,126.9208158,서울교통공사,서울특별시 은평구 통일로 지하 849 (갈현동)
272,연신내,서울 도시철도 6호선,일반역,37.61881292,126.9206158,서울교통공사,서울특별시 은평구 통일로 지하 849 (갈현동)
273,혜화,서울 도시철도 4호선,일반역,37.58228892,127.0016857,서울교통공사,서울특별시 종로구 대학로 지하 120 (동숭동)
274,경복궁,서울 도시철도 3호선,일반역,37.57560542,126.9734832,서울교통공사,서울특별시 종로구 사직로 지하 130 (적선동)
275,광화문,서울 도시철도 5호선,일반역,37.5708165,126.9762129,서울교통공사,서울특별시 종로구 세종대로 지하172 (세종로)
276,동대문,서울 도시철도 4호선,일반역,37.57089132,127.0101189,서울교통공사,서울특별시 종로구 율곡로 308
277,안국,서울 도시철도 3호선,일반역,37.57666379,126.9854787,서울교통공사,서울특별시 종로구 율곡로 지하 62 (안국동)
278,동묘앞,서울 도시철도 1호선,일반역,37.57253741,127.0155932,서울교통공사,서울특별시 종로구 종로 359 (숭인동)
279,동묘앞,서울 도시철도 6호선,일반역,37.57226031,127.0158732,서울교통공사,서울특별시 종로구 종로 359 (숭인동)
280,종로3가,서울 도시철도 1호선,일반역,37.57139366,126.9914115,서울교통공사,서울특별시 종로구 종로 지하 129 (종로3가)
281,종로3가,서울 도시철도 3호선,일반역,37.57139366,126.9914115,서울교통공사,서울특별시 종로구 종로 지하 129 (종로3가)
282,종로3가,서울 도시철도 5호선,일반역,37.57139366,126.9912115,서울교통공사,서울특별시 종로구 종로 지하 129 (종로3가)
283,종로5가,서울 도시철도 1호선,일반역,37.57100685,127.001799,서울교통공사,서울특별시 종로구 종로 지하 216  (종로5가)
284,동대문,서울 도시철도 1호선,일반역,37.57129132,127.0101189,서울교통공사,서울특별시 종로구 종로 지하 302 (창신동)
285,종각,서울 도시철도 1호선,일반역,37.57020349,126.9829483,서울교통공사,서울특별시 종로구 종로 지하 55 (종로1가)
286,창신,서울 도시철도 6호선,일반역,37.57934562,127.0151078,서울교통공사,서울특별시 종로구 지봉로 지하112 (창신동)
287,서대문,서울 도시철도 5호선,일반역,37.56573781,126.9665864,서울교통공사,서울특별시 종로구 통일로 지하126 (평동)
288,약수,서울 도시철도 3호선,일반역,37.5544519,127.0104682,서울교통공사,서울특별시 중구 다산로 지하 122 (신당동)
289,약수,서울 도시철도 6호선,일반역,37.5542519,127.0104682,서울교통공사,서울특별시 중구 다산로 지하 155 (신당동)
290,버티고개,서울 도시철도 6호선,일반역,37.54806951,127.0066086,서울교통공사,서울특별시 중구 다산로 지하38 (신당동)
291,동대입구,서울 도시철도 3호선,일반역,37.55883276,127.0052813,서울교통공사,서울특별시 중구 동호로 지하 256 (장충동2가)
292,시청,서울 도시철도 1호선,일반역,37.56471664,126.9767513,서울교통공사,서울특별시 중구 세종대로 지하 101 (정동)
293,시청,서울 도시철도 2호선,환승역,37.56461852,126.9760864,서울교통공사,서울특별시 중구 세종대로 지하 101 (정동)
294,서울역,서울 도시철도 1호선,일반역,37.55575305,126.9724563,서울교통공사,서울특별시 중구 세종대로 지하 2 (남대문로 5가)
295,을지로3가,서울 도시철도 2호선,일반역,37.56634826,126.9903084,서울교통공사,서울특별시 중구 을지로 지하 106 (을지로3가)
296,을지로3가,서울 도시철도 3호선,일반역,37.56634826,126.99265,서울교통공사,서울특별시 중구 을지로 지하 106 (을지로3가)
297,을지로4가,서울 도시철도 2호선,일반역,37.56682797,126.9979016,서울교통공사,서울특별시 중구 을지로 지하 178 (을지로4가)
298,을지로4가,서울 도시철도 5호선,일반역,37.56702797,126.9979016,서울교통공사,서울특별시 중구 을지로 지하 178 (을지로4가)
299,동대문역사문화공원,서울 도시철도 2호선,일반역,37.56500251,127.007394,서울교통공사,서울특별시 중구 을지로 지하 279 (을지로7가)
300,동대문역사문화공원,서울 도시철도 5호선,일반역,37.56507829,127.0071679,서울교통공사,서울특별시 중구 을지로 지하 279 (을지로7가)
301,을지로입구,서울 도시철도 2호선,일반역,37.56597747,126.9825045,서울교통공사,서울특별시 중구 을지로 지하 42 (을지로1가)
302,동대문역사문화공원,서울 도시철도 4호선,일반역,37.56507829,127.0071679,서울교통공사,서울특별시 중구 장충단로 지하 230 (광희동 2가)
303,청구,서울 도시철도 5호선,일반역,37.56021257,127.0137698,서울교통공사,서울특별시 중구 청구로 지하77(신당동)
304,청구,서울 도시철도 6호선,일반역,37.56021257,127.0135698,서울교통공사,서울특별시 중구 청구로 지하77(신당동)
305,명동,서울 도시철도 4호선,일반역,37.56075073,126.9862482,서울교통공사,서울특별시 중구 퇴계로 지하 126 (충무로2가)
306,충무로,서울 도시철도 3호선,일반역,37.56140209,126.9943556,서울교통공사,서울특별시 중구 퇴계로 지하 199 (필동2가)
307,충무로,서울 도시철도 4호선,일반역,37.56120209,126.9943556,서울교통공사,서울특별시 중구 퇴계로 지하 199 (필동2가)
308,신당,서울 도시철도 2호선,일반역,37.56582912,127.0181023,서울교통공사,서울특별시 중구 퇴계로 지하 431-1 (신당동)
309,신당,서울 도시철도 6호선,일반역,37.56582912,127.0181023,서울교통공사,서울특별시 중구 퇴계로 지하 431-1 (신당동)
310,회현,서울 도시철도 4호선,일반역,37.55851662,126.9781303,서울교통공사,서울특별시 중구 퇴계로 지하 54 (남창동)
311,중화,서울 도시철도 7호선,일반역,37.60251645,127.079253,서울교통공사,서울특별시 중랑구 동일로 지하797 (중화동)
312,먹골,서울 도시철도 7호선,일반역,37.61073429,127.0775891,서울교통공사,서울특별시 중랑구 동일로 지하901 (묵동)
313,상봉,서울 도시철도 7호선,일반역,37.59608092,127.0853862,서울교통공사,서울특별시 중랑구 망우로 지하 297
314,면목,서울 도시철도 7호선,일반역,37.58852412,127.0874251,서울교통공사,"서울특별시 중랑구 면목로 지하407(면목동,면목역)"
315,사가정,서울 도시철도 7호선,일반역,37.58101455,127.0884688,서울교통공사,서울특별시 중랑구 사가정로 지하393 (면목동)
316,봉화산,서울 도시철도 6호선,일반역,37.61747193,127.0910857,서울교통공사,서울특별시 중랑구 신내로 지하232 (신내동)
317,용마산,서울 도시철도 7호선,일반역,37.5736549,127.0865586,서울교통공사,서울특별시 중랑구 용마산로 지하227(면목동)
318,신내,서울 도시철도 6호선,일반역,37.61264135,127.103395,서울교통공사,서울특별시 중랑구 용마산로136길 33
319,중랑역,경의중앙선,환승역,37.594948,127.076152,한국철도공사,서울특별시 중랑구 중화동 321-37
