gov,gu,name,school,type,juso,student,class,x,y
강동송파,송파구,석촌유치원,유치원,사립,서울특별시 송파구 백제고분로40길 20 ,23.8,10,37.5020574,127.1093446
남부,영등포구,대영중학교,중학교, 공립, 서울특별시 영등포구 도림로80가길 14 ,32,27,37.5021574,126.905136
남부,구로구,서울매봉초등학교,초등학교, 공립,서울특별시 구로구 고척로21길 55 ,22.3,25,37.5023807,126.8459904
남부,구로구,서울매봉초등학교병설유치원,유치원,공립,서울특별시 구로구 고척로21길 55 ,23.3,3,37.5023807,126.8459904
서울시,서초구,반포고등학교,고등학교, 일반고, 서울특별시 서초구 고무래로 71 ,36.3,33,37.5024113,127.0141639
강남,서초구,서울서원초등학교,초등학교, 공립,서울특별시 서초구 고무래로 63 ,27.5,39,37.5024113,127.0141639
강남,서초구,서울원명초등학교,초등학교, 공립,서울특별시 서초구 고무래로 90-6 ,37.2,42,37.5024113,127.0141639
서울시,구로구,서서울생활과학고등학교,고등학교, 특성화고(직업), 서울특별시 구로구 오리로 1355-10 ,30.3,41,37.502472,126.8290625
남부,구로구,서울하늘숲유치원,유치원,공립,서울특별시 구로구 오리로 1102-19  ,20.7,6,37.502472,126.8290625
남부,영등포구,서울신영초등학교,초등학교, 공립,서울특별시 영등포구 도신로4길 32 ,22.6,33,37.5026007,126.8958434
동작관악,동작구,장승중학교,중학교, 공립, 서울특별시 동작구 장승배기로10가길 25 ,30.6,27,37.5026107,126.9409437
서울시,구로구,구현고등학교,고등학교, 자율고, 서울특별시 구로구 경인로53가길 17 ,31,31,37.5026693,126.8746664
강동송파,송파구,서울석촌초등학교,초등학교, 공립,서울특별시 송파구 가락로11길 26 ,26,49,37.5026851,127.102941
서울시,강남구,진선여자고등학교,고등학교, 일반고, 서울특별시 강남구 선릉로85길 27 ,40.3,36,37.5026938,127.0488556
강남,강남구,진선여자중학교,중학교, 사립, 서울특별시 강남구 선릉로85길 27 ,35,30,37.5026938,127.0488556
남부,구로구,구로중학교,중학교, 공립, 서울특별시 구로구 구로중앙로 48 ,28.2,40,37.502787,126.8801659
남부,구로구,서울동구로초등학교,초등학교, 공립,서울특별시 구로구 구로중앙로 14 ,21.5,29,37.502787,126.8801659
동작관악,동작구,강남중학교,중학교, 공립, 서울특별시 동작구 대방동15길 29 ,30.3,23,37.5028637,126.9234064
강남,강남구,서울도성초등학교,초등학교, 공립,서울특별시 강남구 역삼로 313 ,36.1,43,37.5029327,127.0581438
동작관악,동작구,상현중학교,중학교, 공립, 서울 동작구 사당로2길 2-19 ,31.3,25,37.5031081,126.9803481
동작관악,동작구,강현중학교,중학교, 공립, 서울특별시 동작구 상도로13라길 22 ,29,20,37.50317165,126.9312137
남부,구로구,서울고척초등학교,초등학교, 공립,서울특별시 구로구 경서로 31 ,21.8,25,37.50323,126.86007
남부,구로구,서울고척초등학교병설유치원,유치원,공립,서울특별시 구로구 경서로 35 ,24.4,5,37.50323,126.86007
남부,구로구,서울세곡초등학교,초등학교, 공립,서울특별시 구로구 고척로33길 34 ,18.4,39,37.5033713,126.8489021
남부,구로구,서울세곡초등학교병설유치원,유치원,공립,서울특별시 구로구 고척로33길 34 ,16.3,3,37.5033713,126.8489021
남부,구로구,서울아람유치원,유치원,사립,서울특별시 구로구 고척로25길 62 ,21.2,6,37.5033734,126.8465528
남부,구로구,개봉중학교,중학교, 공립, 서울특별시 구로구 고척로21나길 68 ,28.5,29,37.5033899,126.8441555
강남,강남구,서울대현초등학교,초등학교, 공립,서울특별시 강남구 역삼로98길 16 ,24,31,37.5035035,127.0647166
강남,강남구,서울대현초등학교병설유치원,유치원,공립,서울특별시 강남구 역삼로98길 16 ,17,4,37.5035035,127.0647166
서울시,영등포구,대영고등학교,고등학교, 자율고, 서울특별시 영등포구 도림로86길 16 ,28.7,38,37.503775,126.9054776
강동송파,송파구,새움유치원,유치원,사립,서울특별시 송파구 중대로27길 2 ,22,5,37.503816,127.1279484
남부,영등포구,성락유치원,유치원,사립,서울특별시 영등포구 가마산로51길 9 ,17.4,5,37.5039116,126.9013798
남부,영등포구,파란나라유치원,유치원,사립,서울특별시 영등포구 도신로8길 17 ,22,10,37.5039172,126.8973899
남부,구로구,나비유치원,유치원,사립,서울특별시 구로구 고척로 30 ,24.7,6,37.5040205,126.852967
남부,구로구,서울덕의초등학교,초등학교, 공립,서울특별시 구로구 고척로 213 ,29.1,40,37.5040205,126.852967
남부,구로구,혜원유치원,유치원,사립,구로구 고척로 62-11 혜원유치원,27.8,5,37.5040205,126.852967
강동송파,송파구,서울거여초등학교,초등학교, 공립,서울특별시 송파구 마천로25길 18 ,21.3,27,37.504254,127.1398105
강동송파,송파구,서울거여초등학교병설유치원,유치원,공립,서울특별시 송파구 마천로25길 18 ,21,4,37.504254,127.1398105
강남,서초구,서울반포초등학교병설유치원,유치원,공립,서울특별시 서초구 신반포로 55-4 ,26.7,3,37.5043899,126.9994553
동작관악,동작구,중앙대부속유치원,유치원,사립,서울특별시 동작구 흑석로 47 ,25,6,37.5044873,126.9500303
강남,서초구,계성초등학교,초등학교, 사립,서울특별시 서초구 신반포로19길 23 ,30.2,24,37.5046596,126.9975749
강남,서초구,신반포중학교,중학교, 공립, 서울특별시 서초구 신반포로19길 26 ,31.6,32,37.5046596,126.9975749
강남,서초구,영생유치원,유치원,사립,서울특별시 서초구 신반포로19길 30 ,22,4,37.5046596,126.9975749
강동송파,송파구,오금중학교,중학교, 공립, 서울특별시 송파구 오금로35길 20 ,31,30,37.5047296,127.1273513
강남,서초구,반포성모유치원,유치원,사립,서울특별시 서초구 신반포로15길 18 ,23.3,3,37.5048908,126.9940306
남부,구로구,동부유치원,유치원,사립,서울특별시 구로구 고척로49길  ,24.7,6,37.5050199,126.8546163
서울시,강남구,휘문고등학교,고등학교, 자율고, 서울특별시 강남구 역삼로   541,32.5,44,37.50523845,127.0619983
강남,강남구,휘문중학교,중학교, 사립, 서울특별시 강남구 역삼로 541 ,34.8,24,37.50523845,127.0619983
강남,서초구,서울원촌초등학교,초등학교, 공립,서울특별시 서초구 사평대로45길 26 ,32.5,38,37.5053653,127.0124929
강남,서초구,원촌중학교,중학교, 공립, 서울특별시 서초구 사평대로45길 10 ,35.7,31,37.5053653,127.0124929
서울시,동작구,성남고등학교,고등학교, 일반고, 서울특별시 동작구 대방동길 74 ,36.7,49,37.5055315,126.9242863
동작관악,동작구,성남중학교,중학교, 사립, 서울특별시 동작구 대방동길 74 ,34.1,25,37.5055315,126.9242863
남부,영등포구,서울대길초등학교,초등학교, 공립,서울특별시 영등포구 대방천로 206 ,23.1,34,37.5057745,126.8973685
강남,강남구,대명중학교,중학교, 공립, 서울 강남구 역삼로87길 26 ,33.5,36,37.506052,127.0610776
동작관악,동작구,서울강남초등학교,초등학교, 공립,서울특별시 동작구 강남초등길 15 ,24,45,37.5060766,126.9521255
동작관악,동작구,서울강남초등학교병설유치원,유치원,공립,서울특별시 동작구 강남초등길 15 ,19.3,3,37.5060766,126.9521255
남부,영등포구,신길에덴유치원,유치원,사립,서울특별시 영등포구 신길로38길 21 ,19.5,2,37.5061639,126.9129314
강동송파,송파구,불광유치원,유치원,사립,서울특별시 송파구 백제고분로39길 35 ,28,5,37.5062744,127.104212
강동송파,송파구,신애유치원,유치원,사립,서울특별시 송파구 백제고분로19길 23 ,26,6,37.5063032,127.0871008
서울시,양천구,금옥여자고등학교,고등학교, 일반고, 서울특별시 양천구 신정로 213 ,26.6,37,37.5064651,126.8317474
강서,양천구,금옥중학교,중학교, 공립, 서울특별시 양천구 신정로 213  금옥중학교 ,31.4,34,37.5064651,126.8317474
강서,양천구,서울신기초등학교,초등학교, 공립,서울특별시 양천구 신정로 292 ,23.5,37,37.5064651,126.8317474
강서,양천구,서울신기초등학교병설유치원,유치원,공립,서울특별시 양천구 신정로 292 ,23.3,3,37.5064651,126.8317474
강서,양천구,신예유치원,유치원,사립,서울특별시 양천구 신정로 290 ,20,4,37.5064651,126.8317474
강동송파,송파구,시연유치원,유치원,사립,서울특별시 송파구 오금로24길 25 ,27.3,6,37.5065067,127.1182966
서울시,송파구,배명고등학교,고등학교, 일반고, 서울특별시 송파구 삼학사로 11 ,33.5,59,37.506524,127.0973455
강동송파,송파구,배명중학교,중학교, 사립, 서울특별시 송파구 삼학사로 11 ,32.1,29,37.506524,127.0973455
강동송파,송파구,서울잠전초등학교,초등학교, 공립,서울특별시 송파구 올림픽로12길 51 ,24.6,31,37.5066513,127.0818044
서울시,동작구,숭의여자고등학교,고등학교, 일반고, 서울특별시 동작구 여의대방로36길 79 ,38.1,31,37.5067449,126.9284799
동작관악,동작구,숭의여자중학교,중학교, 사립, 서울특별시 동작구 여의대방로36길 79 ,33.9,22,37.5067449,126.9284799
서울시,구로구,고척고등학교,고등학교, 자율고, 서울 구로구 중앙로15길 162 ,29,38,37.5067994,126.8556857
강동송파,송파구,서울아주초등학교,초등학교, 공립,서울특별시 송파구 올림픽로4길 59 ,23,28,37.5068569,127.0746595
강동송파,송파구,아주중학교,중학교, 공립, 서울특별시 송파구 올림픽로4길 69 ,32.2,28,37.5068569,127.0746595
강남,서초구,반포자이유치원,유치원,사립,서울특별시 서초구 신반포로 270 ,21.3,7,37.5068576,127.0070108
강남,서초구,반포중학교,중학교, 공립, 서울특별시 서초구 신반포로 67 ,33.4,34,37.5068576,127.0070108
강남,서초구,서울반포초등학교,초등학교, 공립,서울특별시 서초구 신반포로 55-4 ,26.8,37,37.5068576,127.0070108
서울시,서초구,세화고등학교,고등학교, 자율고, 서울특별시 서초구 신반포로 56-7 ,31.5,36,37.5068576,127.0070108
남부,영등포구,동천유치원,유치원,사립,서울특별시 영등포구 신길로40길 10 ,29,3,37.506927,126.9119151
남부,영등포구,성민유치원,유치원,사립,서울특별시 영등포구 도신로56길 41-4  ,35,2,37.5069414,126.9150639
동작관악,동작구,서울영화초등학교,초등학교, 공립,서울특별시 동작구 등용로8길 3 ,22,35,37.5070143,126.933918
서울시,동작구,영등포고등학교,고등학교, 일반고, 서울특별시 동작구 등용로8길 5 ,26,31,37.5070143,126.933918
동작관악,동작구,영등포중학교,중학교, 공립, 서울특별시 동작구 등용로8길 5 영등포중학교,24.6,19,37.5070143,126.933918
강서,양천구,서울양명초등학교,초등학교, 공립,서울특별시 양천구 중앙로 204 ,20.3,17,37.5070401,126.859874
강서,양천구,신서중학교,중학교, 공립, 서울특별시 양천구 중앙로 206 ,31.6,49,37.5070401,126.859874
강서,양천구,양강중학교,중학교, 공립, 서울특별시 양천구 중앙로 319 ,33.1,39,37.5070401,126.859874
남부,영등포구,서울도림초등학교,초등학교, 공립,서울특별시 영등포구 가마산로65길 22 ,22.4,34,37.507042,126.9065286
강동송파,송파구,서울송파초등학교,초등학교, 공립,서울특별시 송파구 백제고분로 400 ,25,38,37.50706605,127.1108016
강서,양천구,신정유치원,유치원,사립,서울특별시 양천구 신정로7길 81-4  ,23.3,12,37.5071299,126.8383774
강서,양천구,강신중학교,중학교, 공립, 서울특별시 양천구 남부순환로 604 ,31.9,41,37.5072415,126.8436164
강서,양천구,양서중학교,중학교, 공립, 서울특별시 양천구 남부순환로 380 ,30.9,20,37.5072415,126.8436164
서울시,송파구,오금고등학교,고등학교, 일반고, 서울특별시 송파구 중대로 247 ,31.4,43,37.50753,127.13288
강동송파,송파구,방산중학교,중학교, 공립, 서울특별시 송파구 오금로29길 31 ,31.1,26,37.5075523,127.121383
동작관악,동작구,서울흑석초등학교,초등학교, 공립,서울특별시 동작구 현충로 87 ,22.6,29,37.5075668,126.9653568
강남,강남구,서울논현초등학교,초등학교, 공립,서울특별시 강남구 강남대로120길 33 ,19,27,37.5076284,127.0284892
강남,강남구,서울논현초등학교병설유치원,유치원,공립,서울특별시 강남구 강남대로120길 29 ,18.4,5,37.5076284,127.0284892
강동송파,송파구,서울버들초등학교,초등학교, 공립,서울특별시 송파구 석촌호수로 81 ,30.2,30,37.5076925,127.0896329
강동송파,송파구,서울송전초등학교,초등학교, 공립,서울특별시 송파구 석촌호수로 159 ,29.6,33,37.5076925,127.0896329
강동송파,송파구,서울송전초등학교병설유치원,유치원,공립,서울특별시 송파구 석촌호수로 159 ,26,2,37.5076925,127.0896329
서울시,송파구,영동일고등학교,고등학교, 일반고, 서울특별시 송파구 석촌호수로 93 ,36.5,44,37.5076925,127.0896329
강동송파,송파구,잠실밀알유치원,유치원,사립,서울특별시 송파구 석촌호수로 103 ,22.3,8,37.5076925,127.0896329
강동송파,송파구,세륜중학교,중학교, 공립, 서울특별시 송파구 양재대로72길 41 ,29.4,31,37.5078151,127.1318179
남부,구로구,오류중학교,중학교, 공립, 서울특별시 구로구 고척로27바길 19 ,27.5,29,37.5078836,126.8469435
동작관악,동작구,동양중학교,중학교, 사립, 서울특별시 동작구 흑석로9길 94 ,22.9,24,37.5080097,126.9580641
북부,도봉구,소망유치원,유치원,사립,서울특별시 도봉구 덕릉로247 ,14.5,2,37.5081832,126.9654432
동작관악,동작구,소망유치원,유치원,사립,서울특별시 동작구 현충로 119 ,24.7,3,37.5081832,126.9654432
강동송파,송파구,기린유치원,유치원,사립,서울특별시 송파구 백제고분로41길 20 ,25,1,37.508209,127.1068123
서울시,송파구,방산고등학교,고등학교, 일반고, 서울특별시 송파구 오금로27길 18 ,31.8,44,37.508255,127.1196997
강동송파,송파구,서울방산초등학교,초등학교, 공립,서울특별시 송파구 오금로27길 42 ,23.7,31,37.508255,127.1196997
동작관악,동작구,장아유치원,유치원,사립,서울특별시 동작구 만양로8길 50 ,18,6,37.5084038,126.9478243
남부,영등포구,명신유치원,유치원,사립,서울특별시 영등포구 신길로41라길 13-9 ,14.5,4,37.5084486,126.9082695
강동송파,송파구,푸른꿈유치원,유치원,사립,서울특별시 송파구 백제고분로46길 41 ,19,1,37.5085992,127.1118266
서울시,양천구,양천고등학교,고등학교, 일반고, 서울특별시 양천구 신정로14길 13 ,35.7,36,37.5086039,126.8447718
강동송파,송파구,서울오금초등학교,초등학교, 공립,서울특별시 송파구 위례성대로22길 11 ,24.7,27,37.5087075,127.1307206
강서,양천구,어린이의정원유치원,유치원,사립,서울특별시 양천구 목동남로4길 6-46 ,26,9,37.5087299,126.8661219
서울시,송파구,정신여자고등학교,고등학교, 일반고, 서울특별시 송파구 올림픽로4길 16 ,37.8,42,37.50883585,127.0723848
강동송파,송파구,정신여자중학교,중학교, 사립, 서울특별시 송파구 올림픽로4길 16 ,30.4,40,37.50883585,127.0723848
남부,구로구,신도림중학교,중학교, 공립, 서울특별시 구로구 경인로63길 74 ,30.7,37,37.5090987,126.8849794
서울시,서초구,세화여자고등학교,고등학교, 자율고, 서울특별시 서초구 신반포로 56-7 ,31.8,36,37.5091278,127.0150846
강남,서초구,세화여자중학교,중학교, 사립, 서울특별시 서초구 신반포로 56-7 ,38.1,28,37.5091278,127.0150846
동작관악,동작구,열림유치원,유치원,사립,서울특별시 동작구 여의대방로44길 49 ,25.2,9,37.5092532,126.9284117
남부,영등포구,우성유치원,유치원,사립,서울특별시 영등포구 도신로 68-1 ,27,4,37.5096724,126.9080908
남부,영등포구,서울영신초등학교,초등학교, 공립,서울 영등포구 도신로60길 23 ,24.2,46,37.5097097,126.9174733
남부,영등포구,연화유치원,유치원,사립,서울특별시 영등포구 도신로60길 30 ,38,2,37.5097097,126.9174733
강남,서초구,서울반원초등학교,초등학교, 공립,서울특별시 서초구 잠원로3길 28 ,32,51,37.5097207,127.0050633
남부,영등포구,돈보스꼬유치원,유치원,사립,서울특별시 영등포구 도림로114길 11 ,23.6,8,37.50975861,126.9013953
강서,양천구,서울지향초등학교,초등학교, 공립,서울특별시 양천구 신정로11길 74 ,25.6,33,37.5098415,126.8397489
남부,영등포구,성지유치원,유치원,사립,서울특별시 영등포구 도신로29길 28 ,27.3,4,37.5100697,126.9045366
남부,구로구,동아유치원,유치원,사립,서울특별시 구로구 신도림로 87 ,26.5,6,37.5101708,126.8834572
동작관악,동작구,동아유치원,유치원,사립,서울특별시 동작구 만양로3길 48 ,22.3,13,37.5101708,126.8834572
남부,구로구,서울신도림초등학교,초등학교, 공립,서울특별시 구로구 신도림로 19길 ,25.3,44,37.5101708,126.8834572
남부,구로구,서울신미림초등학교,초등학교, 공립,서울특별시 구로구 신도림로 26 ,27.6,38,37.5101708,126.8834572
남부,구로구,서울신미림초등학교병설유치원,유치원,공립,서울특별시 구로구 신도림로 26 ,23.3,3,37.5101708,126.8834572
강동송파,송파구,서울잠신초등학교,초등학교, 공립,서울특별시 송파구 잠실로 32 ,32.3,50,37.5102716,127.0930943
강동송파,송파구,서울잠신초등학교병설유치원,유치원,공립,서울특별시 송파구 잠실로 32 ,19,3,37.5102716,127.0930943
강동송파,송파구,잠신중학교,중학교, 공립, 서울특별시 송파구 잠실로 12 ,38,36,37.5102716,127.0930943
강남,서초구,신반포중앙유치원,유치원,사립,서울특별시 서초구 나루터로4길 58 ,21.3,6,37.5103434,127.0128754
강남,서초구,경원중학교,중학교, 공립, 서울특별시 서초구 신반포로33길 39 ,35,35,37.510362,127.0105994
동작관악,동작구,서울신길초등학교,초등학교, 공립,서울 동작구 알마타길 16 ,29,47,37.51040245,126.9265609
동작관악,동작구,명수유치원,유치원,사립,서울특별시 동작구 흑석로13길 3 ,25.5,4,37.510434,126.9584677
남부,영등포구,서울영원초등학교,초등학교, 공립,서울특별시 영등포구 도영로 22길 31 ,21.8,33,37.51056765,126.9022519
남부,영등포구,살레시오성미유치원,유치원,사립,서울특별시 영등포구 신길로 93 ,26.3,10,37.5107607,126.9103059
남부,영등포구,서울우신초등학교,초등학교, 공립,서울특별시 영등포구 신길로 190 ,21.5,29,37.5107607,126.9103059
남부,영등포구,평강유치원,유치원,사립,서울특별시 영등포구 신길로 27 ,25.8,5,37.5107607,126.9103059
남부,구로구,준희유치원,유치원,사립,서울특별시 구로구 경인로 19길 ,30,1,37.5107669,126.8914806
동작관악,동작구,서울본동초등학교,초등학교, 공립,서울 동작구 노량진로26길 16-40 ,14.3,12,37.5108158,126.9551169
강동송파,송파구,애림유치원,유치원,사립,서울특별시 송파구 백제고분로48길 31 ,15,2,37.5110368,127.1154926
강동송파,송파구,정일유치원,유치원,사립,서울특별시 송파구 백제고분로48길 39 ,12.5,2,37.5110368,127.1154926
강서,양천구,서울은정초등학교,초등학교, 공립,서울특별시 양천구 목동남로 85 서울은정초등학교,19.6,18,37.5110694,126.8708095
서울시,양천구,목동고등학교,고등학교, 일반고, 서울특별시 양천구 목동동로2길 68 ,38.5,57,37.5113215,126.8603794
강서,양천구,봉영여자중학교,중학교, 사립, 서울특별시 양천구 목동동로2길 68 ,26.6,21,37.5113215,126.8603794
강서,양천구,서울계남초등학교,초등학교, 공립,서울특별시 양천구 목동동로2길 54 서울계남초등학교 ,24.2,43,37.5113215,126.8603794
서부,마포구,성결유치원,유치원,사립,서울특별시 마포구 독막로28길 19 ,25.7,3,37.5115673,127.0349259
강남,강남구,성결유치원,유치원,사립,서울특별시 강남구 언주로121길 5 ,31.5,2,37.5115673,127.0349259
동작관악,동작구,서울영본초등학교,초등학교, 공립,서울특별시 동작구 만양로12가길 69 ,27.8,39,37.5115687,126.9482296
동작관악,동작구,노량진교회유치원,유치원,사립,서울특별시 동작구 노량진로30길 9 ,23,3,37.5118325,126.9561278
서울시,양천구,백암고등학교,고등학교, 일반고, 서울특별시 양천구 신정로13길 16 ,30.3,41,37.51184025,126.8442149
강남,강남구,서울학동초등학교,초등학교, 공립,서울특별시 강남구 선릉로115길 42 ,22.9,25,37.5118806,127.0412296
강서,양천구,서울장수초등학교,초등학교, 공립,서울특별시 양천구 신정로13가길 30 ,23.6,27,37.5121693,126.843483
강서,양천구,서울장수초등학교병설유치원,유치원,공립,서울특별시 양천구 신정로13가길 30 ,17.3,3,37.5121693,126.843483
강서,양천구,계상유치원,유치원,사립,서울특별시 양천구 남부순환로86길 22 ,22.1,8,37.5127344,126.8400337
강남,강남구,언주중학교,중학교, 공립, 서울특별시 강남구 선릉로116길 57 ,34.8,30,37.5130499,127.045516
서울시,영등포구,장훈고등학교,고등학교, 자율고, 서울특별시 영등포구 영등포로64길 26 ,32.7,36,37.513058,126.9159772
서울시,구로구,신도림고등학교,고등학교, 일반고, 서울특별시 구로구 경인로67길 159 ,33.3,27,37.5131828,126.8850058
강서,양천구,경성유치원,유치원,사립,서울특별시 양천구 목동로3길 57 ,25,8,37.5133314,126.86769
강남,강남구,서울삼릉초등학교,초등학교, 공립,서울특별시 강남구 봉은사로63길 22 ,24.4,22,37.5133358,127.0464764
서울시,송파구,잠신고등학교,고등학교, 일반고, 서울특별시 송파구 잠실로 24 ,31.3,41,37.513417,127.1066151
강동송파,송파구,서울잠현초등학교,초등학교, 공립,서울특별시 송파구 올림픽로 37길 109 ,25.4,30,37.5135298,127.0815339
강동송파,송파구,서울방이초등학교,초등학교, 공립,서울특별시 송파구 위례성대로10길 4 서울방이초등학교,22.9,40,37.5135428,127.1217476
강동송파,송파구,서울방이초등학교병설유치원,유치원,공립,서울특별시 송파구 위례성대로10길 4 ,23.3,3,37.5135428,127.1217476
강서,양천구,서울신은초등학교,초등학교, 공립,서울특별시 양천구 신정이펜2로 30  ,25.6,36,37.5141099,126.8313378
강서,양천구,서울신은초등학교병설유치원,유치원,공립,서울특별시 양천구 신정이펜2로 30 ,23.7,3,37.5141099,126.8313378
서울시,송파구,잠일고등학교,고등학교, 일반고, 서울특별시 송파구 백제고분로 21 ,25.7,26,37.5144002,127.0825057
강동송파,송파구,서울잠일초등학교,초등학교, 공립,서울특별시 송파구 백제고분로 19 ,31.8,60,37.5145825,127.1148706
강서,양천구,서울서정초등학교,초등학교, 공립,서울특별시 양천구 목동로8길 19 ,25.2,37,37.5146044,126.8713452
강서,양천구,서울서정초등학교병설유치원,유치원,공립,서울특별시 양천구 목동로8길 19 ,23.3,3,37.5146044,126.8713452
강남,서초구,서울신동초등학교,초등학교, 공립,서울특별시 서초구 나루터로 15 ,33.3,45,37.5150167,127.0162649
강남,서초구,신동중학교,중학교, 공립, 서울특별시 서초구 나루터로 27 ,36.9,33,37.5150167,127.0162649
강동송파,송파구,리아유치원,유치원,사립,서울특별시 송파구 양재대로 1218 ,22.3,7,37.5150373,127.1322169
강동송파,송파구,올림픽유치원,유치원,사립,서울특별시 송파구 양재대로 1218 ,19.7,7,37.5150373,127.1322169
서울시,영등포구,영등포여자고등학교,고등학교, 일반고, 서울특별시 영등포구 영등포로62길 13 ,27.8,37,37.51521785,126.915163
강동송파,송파구,수정유치원,유치원,사립,서울특별시 송파구 위례성대로 28 ,22.5,4,37.5152365,127.1186317
강동송파,송파구,방이중학교,중학교, 공립, 서울특별시 송파구 오금로11길 64 ,28.5,31,37.5153811,127.1109392
남부,영등포구,영원중학교,중학교, 공립, 서울특별시 영등포구 영등포로62길 31 ,28.9,34,37.5156055,126.914008
강동송파,송파구,신천중학교,중학교, 공립, 서울특별시 송파구 백제고분로 11 ,37.2,37,37.51585765,127.0784644
강서,양천구,서울신남초등학교,초등학교, 공립,서울 양천구 절골8길 33 ,21.4,22,37.5158885,126.8447389
서울시,강남구,경기고등학교,고등학교, 일반고, 서울특별시 강남구 영동대로 643 ,37.8,46,37.5160171,127.0552735
남부,영등포구,서울당서초등학교,초등학교, 공립,서울특별시 영등포구 당산로 187 ,25.2,47,37.5160417,126.8943428
남부,영등포구,양화중학교,중학교, 공립, 서울특별시 영등포구 당산로 56 ,29.4,27,37.5160417,126.8943428
강남,강남구,강남유치원,유치원,사립,서울특별시 강남구 선릉로129길 31 ,29,4,37.5160508,127.0400152
동작관악,동작구,강남유치원,유치원,사립,서울특별시 동작구 상도로41가길 13 ,24.7,3,37.5160508,127.0400152
강동송파,송파구,서울잠동초등학교,초등학교, 공립,서울특별시 송파구 올림픽로35길 122 ,24.9,37,37.5161756,127.0986241
강동송파,송파구,서울잠실초등학교,초등학교, 공립,서울특별시 송파구 올림픽로35길 20 서울잠실초등학교,29.8,40,37.5161756,127.0986241
강동송파,송파구,잠실중학교,중학교, 공립, 서울특별시 송파구 올림픽로35길 130 ,34.3,38,37.5161756,127.0986241
강서,양천구,서울남명초등학교,초등학교, 공립,서울특별시 양천구 중앙로23길 3 ,20.2,24,37.5162122,126.8538264
남부,영등포구,서울여의도초등학교,초등학교, 공립,서울특별시 영등포구 여의대방로 439 ,24,43,37.5168777,126.9285518
강남,강남구,영동제일유치원,유치원,사립,서울특별시 강남구 삼성로120길 28 ,24.7,6,37.5177234,127.0533814
강서,양천구,서울신목초등학교,초등학교, 공립,서울특별시 양천구 신목로5길 11-6 ,24.3,39,37.5178506,126.8726772
서울시,용산구,중경고등학교,고등학교, 자율고, 서울특별시 용산구 이촌로84길 34 ,20.2,30,37.5178676,126.9765702
남부,영등포구,여의도유치원,유치원,사립,서울특별시 영등포구 여의동로 257 ,26.5,4,37.5180073,126.9242979
중부,용산구,신동아큰나무유치원,유치원,사립,서울특별시 용산구 이촌로 347  ,16.3,3,37.5180187,126.9852434
서울시,강동구,동북고등학교,고등학교, 일반고, 서울특별시 강동구 강동대로 305 ,33.8,52,37.5182952,127.1412259
강동송파,강동구,동북중학교,중학교, 사립, 서울특별시 강동구 강동대로 305 ,25.5,31,37.5182952,127.1412259
강서,양천구,목일중학교,중학교, 공립, 서울특별시 양천구 목동동로8길 70 ,32.4,47,37.5183258,126.8703686
남부,영등포구,서울문래초등학교,초등학교, 공립,서울특별시 영등포구 문래로 104 ,26.9,41,37.5187656,126.8967171
남부,영등포구,서울영문초등학교,초등학교, 공립,서울특별시 영등포구 문래로 56 ,27.8,41,37.5187656,126.8967171
남부,영등포구,윤중중학교,중학교, 공립, 서울특별시 영등포구 여의동로3길 3 ,28.7,35,37.51889535,126.9235401
강남,강남구,봉은중학교,중학교, 공립, 서울특별시 강남구 영동대로128길 59 ,29.3,18,37.5190414,127.0625616
남부,영등포구,성요셉유치원,유치원,사립,서울특별시 영등포구 63로 45 ,36.7,3,37.5192018,126.937434
강남,강남구,성요셉유치원,유치원,사립,서울특별시 강남구 압구정로77길 28 ,26.9,8,37.5192018,126.937434
중부,용산구,한가람유치원,유치원,사립,서울특별시 용산구 이촌로89길 50 ,30,3,37.5192178,126.9809825
강동송파,송파구,한가람유치원,유치원,사립,서울특별시 송파구 한가람로 446 ,30,2,37.5192178,126.9809825
동작관악,동작구,한가람유치원,유치원,사립,서울특별시 동작구 현충로14길 26 ,16.5,2,37.5192178,126.9809825
성북,성북구,한가람유치원,유치원,사립,서울특별시 성북구 서경로 166 ,23.7,10,37.5192178,126.9809825
남부,영등포구,큰나무유치원,유치원,사립,서울특별시 영등포구 도신로31길 ,22.8,6,37.51922638,126.8903067
강남,강남구,청담몬테소리유치원,유치원,사립,서울특별시 강남구 학동로67길 15 ,16.7,7,37.5193054,127.0467085
남부,영등포구,서울윤중초등학교,초등학교, 공립,서울특별시 영등포구 여의나루로2길 14 ,21.3,23,37.5194773,126.9228165
남부,영등포구,서울윤중초등학교병설유치원,유치원,공립,서울특별시 영등포구 여의나루로2길 14 ,23.3,3,37.5194773,126.9228165
강남,강남구,언북중학교,중학교, 공립, 서울특별시 강남구 도산대로38길 27 ,25.7,6,37.5195717,127.0324124
남부,영등포구,서울영등포초등학교,초등학교, 공립,서울특별시 영등포구 경인로 756 ,14,21,37.5196374,126.9143769
남부,영등포구,서울영등포초등학교병설유치원,유치원,공립,서울특별시 영등포구 경인로 756 ,23.3,3,37.5196374,126.9143769
강서,양천구,서울경인유치원,유치원,공립,서울특별시 양천구 안양천로 1009 ,21,6,37.519643,126.8774827
강서,양천구,서울경인초등학교,초등학교, 공립,서울특별시 양천구 안양천로 1009 ,28.2,35,37.519643,126.8774827
서울시,양천구,신목고등학교,고등학교, 일반고, 서울특별시 양천구 안양천로 739 ,37.6,45,37.519643,126.8774827
