gov,gu,name,school,type,juso,student,class,x,y
중부,종로구,연동유치원,유치원,사립,서울특별시 종로구 대학로 3길 9 ,16.5,2,37.57468038,127.0001518
서울시,서대문구,중앙여자고등학교,고등학교, 일반고, 서울특별시 서대문구 북아현로 11가길  7 ,32.9,29,37.56275698,126.9527839
성북,성북구,호산나유치원,유치원,사립,서울특별시 성북구 돌곶이로 22길 50,20,1,37.6113995,127.0608213
동작관악,관악구,나랑유치원,유치원,사립,서울 관악구 봉천로 33길 57  ,23.2,5,37.48564664,126.9437869
성북,성북구,용문중학교,중학교, 사립, 서울특별시 성북구 인촌로 17가길 ,27.9,15,37.58875508,127.0243981
강남,강남구,서울세명초등학교병설유치원,유치원,공립,서울특별시 강남구 자곡로55 ,20.4,5,37.46843953,127.0909827
성북,성북구,빛나라유치원,유치원,사립,서울특별시 성북구 종암로 9길 78,19.5,6,37.59944346,127.0327831
성북,강북구,새롬유치원,유치원,사립,서울시 강북구 도봉로 34길  66,23,2,37.62649315,127.0322093
강서,양천구,광영유치원,유치원,사립,서울시 양천구 남부순환로  30길 17,14.2,5,37.53859731,126.8247182
성북,성북구,광운유치원,유치원,사립,서울시 성북구 장월로 42길 9 ,23.8,4,37.61913657,127.054157
성동광진,광진구,광장유치원,유치원,사립,서울특별시 광진구 광장로7길 17  ,26.3,3,37.54840266,127.1051243
북부,노원구,호암유치원,유치원,사립,서울특별시 노원구 동일로242길 66 ,26.5,2,37.67455966,127.0585232
성동광진,성동구,경동유치원,유치원,사립,서울특별시 성동구 금호로 100,28.3,6,37.55000406,127.0281159
서울시,성북구,용문고등학교,고등학교, 일반고, 서울특별시 성북구 인촌로17가길 46 ,30.9,36,37.58833848,127.0243489
북부,노원구,온누리유치원,유치원,사립,서울특별시 노원구 동일로227길 47 ,22.3,3,37.66918674,127.054178
북부,노원구,꿈동산유치원,유치원,사립,서울특별시 노원구 동일로227길 26 ,27.4,10,37.67023241,127.0517746
성북,강북구,금성유치원,유치원,사립,서울시 강북구 한천로 123길9,35,1,37.63730152,127.0308318
성북,강북구,새시대유치원,유치원,사립,서울 강북구 도봉로 97길-45,28.5,2,37.64269926,127.0269797
남부,구로구,동정성모유치원,유치원,사립,서울특별시 구로구 경인로 2길 11 ,26.7,7,37.48988103,126.8272749
성동광진,성동구,서울동호초등학교,초등학교, 공립,서울특별시 성동구 동호로5길 133 ,19.5,21,37.54643301,127.0101336
서울시,성동구,서울방송고등학교,고등학교, 특성화고(직업), 서울특별시 성동구 동호로5길 131 ,24.9,21,37.54740512,127.0103193
성북,성북구,성신유치원,유치원,사립,서울특별시 성북구  부문로 34다길 2,23.4,5,37.59219908,127.0211653
북부,노원구,대원유치원,유치원,사립,서울특별시 노원구 동일로228길 29 ,21,3,37.66779542,127.0587316
성동광진,광진구,대원유치원,유치원,사립,서울시 광진구 뚝섬로 41길20 ,18.7,3,37.53639284,127.0725667
북부,노원구,새봄유치원,유치원,사립,서울특별시 노원구 동일로245길 162 ,21.4,8,37.687383,127.0537513
성동광진,광진구,샬롬유치원,유치원,사립,서울특별시 광진구 아차산로 65길  65,26,3,37.54305706,127.0921416
서울시,강남구,중동고등학교,고등학교, 자율고, 서울특별시 강남구 일원로 7번지,32.4,38,37.49337888,127.0800943
성북,성북구,서울성북초등학교,초등학교, 공립,서울특별시 성북구 성북로 102-10 ,18.9,18,37.59386368,126.998343
성북,성북구,서울성북초등학교병설유치원,유치원,공립,서울특별시 성북구 성북로 102-10 ,18.7,3,37.59386368,126.998343
북부,도봉구,한사랑유치원,유치원,사립,서울특별시 도봉구 노해로 66길  79,20,6,37.65213216,127.050304
남부,금천구,세일중학교,중학교, 공립, 서울특별시 금천구 시흥대로 147-34 ,27.6,19,37.47444425,126.8956746
남부,금천구,서울금산초등학교,초등학교, 공립,서울특별시 금천구 시흥대로24길 57 ,21.3,18,37.441909,126.9082107
서울시,금천구,금천고등학교,고등학교, 자율고, 서울특별시 금천구 시흥대로38길 26 ,27,35,37.4447079,126.9055743
남부,금천구,시흥중학교,중학교, 공립, 서울특별시 금천구 시흥대로38길 60 ,29.5,35,37.44591905,126.9054162
남부,금천구,서울국악유치원,유치원,사립,서울특별시 금천구 시흥대로 38길 62 ,25.6,5,37.4459734,126.9065292
서울시,금천구,전통예술고등학교,고등학교, 특수목적고, 서울특별시 금천구 시흥대로38길 62 ,28.9,18,37.4461992,126.906574
남부,금천구,서울백산초등학교,초등학교, 공립,서울특별시 금천구 시흥대로38길 78 ,21.8,26,37.44698665,126.9049816
남부,금천구,서울백산초등학교병설유치원,유치원,공립,서울특별시 금천구 시흥대로38길 78 ,22,3,37.44698665,126.9049816
남부,금천구,서울금동초등학교,초등학교, 공립,서울특별시 금천구 금하로 30길 53,27.9,37,37.4477045,126.9164313
남부,금천구,운현유치원,유치원,사립,서울특별시 금천구 금하로 816 ,18.4,9,37.4488456,126.9205343
중부,종로구,운현유치원,유치원,사립,서울특별시 종로구 삼일대로 460 ,25,3,37.4488456,126.9205343
서울시,금천구,문일고등학교,고등학교, 일반고, 서울특별시 금천구 시흥대로47길 45 ,34.2,46,37.44922455,126.8991742
남부,금천구,문일중학교,중학교, 사립, 서울특별시 금천구 시흥대로47길 45 ,25.8,24,37.44922455,126.8991742
남부,금천구,조형유치원,유치원,사립,서울특별시 금천구 독산로1길 3 ,27.3,4,37.449316,126.9035618
남부,금천구,서울문백초등학교,초등학교, 공립,서울특별시 금천구 시흥대로47길 43-1 ,23.5,30,37.449804,126.9006048
남부,금천구,서울탑동유치원,유치원,공립,서울특별시 금천구 탑골로 47-3 ,24.4,5,37.4507809,126.9098782
남부,금천구,동광초등학교,초등학교, 사립,서울특별시 금천구 탑골로10길 45 ,27.2,0,37.45141475,126.9163883
서울시,금천구,동일여자고등학교,고등학교, 일반고, 서울특별시 금천구 탑골로10길 45 ,31,41,37.45141475,126.9163883
서울시,금천구,동일여자상업고등학교,고등학교, 특성화고(직업), 서울특별시 금천구 탑골로10길 45 ,27.6,36,37.45141475,126.9163883
남부,금천구,동일중학교,중학교, 사립, 서울특별시 금천구 탑골로10길 45 ,30.9,24,37.45141475,126.9163883
남부,금천구,예림유치원,유치원,사립,서울특별시 금천구 금하로 793 ,21,8,37.4527652,126.9187947
동작관악,동작구,예림유치원,유치원,사립,서울특별시 동작구 현충로 151 ,16.7,3,37.4527652,126.9187947
남부,금천구,서울탑동초등학교,초등학교, 공립,서울특별시 금천구 탑골로 47-3 ,21.7,32,37.4531517,126.9172158
남부,금천구,백상유치원,유치원,사립,서울특별시 금천구 탑골로3길 50 ,16.5,2,37.4534692,126.9137544
남부,금천구,서울금천초등학교,초등학교, 공립,서울특별시 금천구 탑골로5길 60 ,16.6,15,37.4545306,126.9124965
남부,금천구,서울시흥초등학교,초등학교, 공립,서울 금천구 독산로23길 26 ,24.6,39,37.45473346,126.9048797
강남,서초구,서초유치원,유치원,사립,서울특별시 서초구 양재대로2길 100-64 ,20.7,12,37.45610495,127.0163642
강남,서초구,서울우솔초등학교,초등학교, 공립,서울특별시 서초구 양재대로2길 74 ,24.6,30,37.4569859,127.019385
강남,서초구,서울우솔초등학교병설유치원,유치원,공립,서울특별시 서초구 양재대로2길 74 ,21,6,37.4569859,127.019385
남부,금천구,서울안천초등학교,초등학교, 공립,서울특별시 금천구 한내로 69-16 ,23.5,20,37.4571364,126.8885731
남부,금천구,안천중학교,중학교, 공립, 서울특별시 금천구 한내로 69-44 ,28.1,24,37.4571364,126.8885731
남부,금천구,한신유치원,유치원,사립,서울특별시 금천구 한내로 62 ,25.1,7,37.4571364,126.8885731
남부,금천구,참사랑유치원,유치원,사립,서울특별시 금천구 벚꽃로 73 ,18.7,6,37.4583987,126.8932071
북부,도봉구,참사랑유치원,유치원,사립,서울특별시 도봉구 도봉로169나길 105 105,16.7,3,37.4583987,126.8932071
남부,금천구,서울신흥초등학교,초등학교, 공립,서울특별시 금천구 독산로36나길 21 ,21.6,23,37.4594057,126.9087858
남부,금천구,서울흥일초등학교,초등학교, 공립,서울특별시 금천구 독산로50길 60 ,22.7,19,37.4618233,126.9081655
동작관악,관악구,서울난향초등학교,초등학교, 공립,서울특별시 관악구 난향길 9 ,25.2,43,37.4621003,126.9177722
강남,서초구,서울언남초등학교,초등학교, 공립,서울특별시 서초구 염곡안1길 25 ,9.6,16,37.4621848,127.0494437
동작관악,관악구,서울신우유치원,유치원,공립,서울특별시 관악구 호암로 498 ,20.3,7,37.4624,126.93193
동작관악,관악구,서울신우초등학교,초등학교, 공립,서울특별시 관악구 호암로 498 ,22.8,35,37.4624,126.93193
서울시,서초구,서울전자고등학교,고등학교, 특성화고(직업), 서울특별시 서초구 과천대로 852-23 서울전자고등학교 ,23.9,24,37.4626813,126.9880724
강남,강남구,서울대왕초등학교,초등학교, 공립,서울특별시 강남구 헌릉로618길 8 ,25.6,29,37.4637171,127.1063632
강남,강남구,서울대왕초등학교병설유치원,유치원,공립,서울특별시 강남구 헌릉로618길 8 ,23.3,3,37.4637171,127.1063632
강남,강남구,오즈의마법사유치원,유치원,사립,서울특별시 강남구 헌릉로618길 14 ,19.6,10,37.4637171,127.1063632
남부,금천구,독산유치원,유치원,사립,서울특별시 금천구 시흥대로98길 45 ,15,4,37.4638097,126.8997341
서울시,관악구,광신고등학교,고등학교, 일반고, 서울특별시 관악구 광신길 141 ,31.2,40,37.46420015,126.9247233
서울시,관악구,광신정보산업고등학교,고등학교, 특성화고(직업), 서울특별시 관악구 광신길  141,28.6,18,37.46420015,126.9247233
동작관악,관악구,광신중학교,중학교, 사립, 서울특별시 관악구 광신길 141 ,31.6,17,37.46420015,126.9247233
강남,서초구,서울우면초등학교,초등학교, 공립,서울특별시 서초구 태봉로 59 서울우면초등학교,26.9,34,37.46486555,127.0238158
강남,서초구,서울우면초등학교병설유치원,유치원,공립,서울특별시 서초구 태봉로  59,23.3,3,37.46486555,127.0238158
남부,금천구,서울독산초등학교,초등학교, 공립,서울특별시 금천구 시흥대로104길 31  ,21.8,40,37.46524455,126.9000321
남부,금천구,서울독산초등학교병설유치원,유치원,공립,서울특별시 금천구 시흥대로104길 31 ,23,3,37.46524455,126.9000321
동작관악,관악구,명성유치원,유치원,사립,서울특별시 관악구 광신길 154 ,14,6,37.4654862,126.9269893
강남,서초구,영동중학교,중학교, 공립, 서울특별시 서초구 성촌길 14 ,30.1,30,37.466232,127.0220277
남부,금천구,서울문교초등학교,초등학교, 공립,서울특별시 금천구 독산로54길 102 ,21.9,20,37.4665029,126.9086952
서울시,관악구,미림여자고등학교,고등학교, 자율고, 서울특별시 관악구 호암로 546 ,28.8,30,37.4666114,126.9324851
서울시,관악구,미림여자정보과학고등학교,고등학교, 특수목적고, 서울특별시 관악구 호암로 546 ,19.8,18,37.4666114,126.9324851
동작관악,관악구,난우중학교,중학교, 공립, 서울특별시 관악구 난곡로16길 32 ,31,27,37.4667023,126.9227174
동작관악,관악구,서울원신초등학교,초등학교, 공립,서울특별시 관악구 광신길 177 ,21.2,29,37.4668433,126.9273776
강남,강남구,서울세명초등학교,초등학교, 공립,서울특별시 강남구 자곡로 55 서울세명초등학교,23.8,38,37.4670103,127.0943786
강남,강남구,세곡중학교,중학교, 공립, 서울특별시 강남구 자곡로 81,15.7,45,37.4670103,127.0943786
남부,금천구,서울두산초등학교,초등학교, 공립,서울특별시 금천구 범안로11길 3 ,21.8,31,37.4671162,126.8909994
남부,금천구,서울두산초등학교병설유치원,유치원,공립,서울특별시 금천구 범안로11길 3 ,19,5,37.4671162,126.8909994
동작관악,관악구,서울삼성초등학교,초등학교, 공립,서울특별시 관악구 대학7길 52 ,20.9,26,37.4683806,126.9392647
동작관악,관악구,서울삼성초등학교병설유치원,유치원,공립,서울특별시 관악구 대학7길 52 ,18,6,37.4683806,126.9392647
남부,금천구,가산중학교,중학교, 공립, 서울특별시 금천구 시흥대로115길 48 ,28.4,27,37.46842545,126.8944307
강남,서초구,언남중학교,중학교, 공립, 서울특별시 서초구 동산로 55 ,21.7,24,37.4685748,127.0398113
동작관악,관악구,서울난곡초등학교,초등학교, 공립,서울 관악구 난곡로35길 102 ,21.9,27,37.4694693,126.9168376
동작관악,관악구,서울난곡초등학교병설유치원,유치원,공립,서울특별시 관악구 난곡로35길 102 ,21,3,37.4694693,126.9168376
동작관악,관악구,삼성중학교,중학교, 공립, 서울특별시 관악구 신림로3가길 39-24 ,28.6,29,37.4697717,126.9424294
동작관악,관악구,신림중학교,중학교, 공립, 서울특별시 관악구 신림로 40 ,30.8,17,37.47050565,126.9448315
서울시,관악구,삼성고등학교,고등학교, 일반고, 서울특별시 관악구 신림로 41 ,24,30,37.4709068,126.9419211
강남,서초구,서울매헌초등학교,초등학교, 공립,서울특별시 서초구 언남길 8 ,26.4,31,37.4710387,127.0418519
남부,금천구,시내유치원,유치원,사립,서울특별시 금천구 가산로 99 ,23.3,6,37.4712772,126.900436
남부,금천구,서울정심초등학교,초등학교, 공립,서울특별시 금천구 독산로78다길 89 ,20.6,22,37.47137015,126.9084637
서울시,관악구,남강고등학교,고등학교, 일반고, 서울특별시 관악구 난곡로34길 80 ,28.3,45,37.4714679,126.9241871
동작관악,관악구,남강중학교,중학교, 사립, 서울특별시 관악구 난곡로34길 80 ,26.3,23,37.4714679,126.9241871
동작관악,관악구,신림유치원,유치원,사립,서울특별시 관악구 난곡로32길 12 ,18.9,7,37.4720369,126.9199386
강남,서초구,구룡유치원,유치원,사립,서울특별시 서초구 논현로5길 31-11 ,28.3,4,37.4720985,127.0491365
강남,서초구,서울우암초등학교,초등학교, 공립,서울특별시 서초구 바우뫼로7길 38 ,18.4,20,37.4722686,127.0258154
강남,서초구,서울우암초등학교병설유치원,유치원,공립,서울특별시 서초구 바우뫼로7길 38 ,26,2,37.4722686,127.0258154
서울시,관악구,인헌고등학교,고등학교, 일반고, 서울특별시 관악구 인헌9길 74 ,26.2,28,37.4724626,126.968263
동작관악,관악구,인헌중학교,중학교, 공립, 서울특별시 관악구 인헌9길 ,28.5,33,37.4724626,126.968263
서울시,서초구,언남고등학교,고등학교, 일반고, 서울특별시 서초구 동산로13길 35 ,26.2,38,37.472583,127.042431
동작관악,관악구,예일유치원,유치원,사립,서울특별시 관악구 낙성대역14길 6 ,20,3,37.4728525,126.9622409
동작관악,관악구,서울난우초등학교,초등학교, 공립,서울특별시 관악구 난우길 40 ,24.5,43,37.4732169,126.9189225
강남,서초구,서울양재초등학교,초등학교, 공립,서울특별시 서초구 바우뫼로18길 14 ,21.2,24,37.4739906,127.0332368
서울시,서초구,동덕여자고등학교,고등학교, 일반고, 서울특별시 서초구 효령로2길 123-5 ,35.7,41,37.4743185,126.9941999
강남,서초구,동덕여자중학교,중학교, 사립, 서울특별시 서초구 효령로2길 123-5 ,25.9,23,37.4743185,126.9941999
동작관악,관악구,성도유치원,유치원,사립,서울특별시 관악구 복은길 76  ,28.3,3,37.47450705,126.9402267
동작관악,관악구,애동유치원,유치원,사립,서울특별시 관악구 법원단지길 56 ,4.1,7,37.4745369,126.922086
남부,금천구,서울문성초등학교,초등학교, 공립,서울특별시 금천구 시흥대로 460 ,20.7,27,37.4745551,126.899298
동작관악,관악구,서울사당초등학교,초등학교, 공립,서울특별시 관악구 남현4길 51 ,22.1,36,37.4746349,126.9758961
강남,강남구,남부유치원,유치원,사립,서울특별시 강남구 언주로 123 ,38.5,2,37.4746727,127.0599842
동작관악,관악구,서울신성초등학교,초등학교, 공립,서울 관악구 신림로 114 ,24.3,33,37.474712,126.9363042
동작관악,관악구,서울신성초등학교병설유치원,유치원,공립,서울특별시 관악구 신림로 114 ,23.3,3,37.474712,126.9363042
동작관악,관악구,송이유치원,유치원,사립,서울특별시 관악구 문성로38길 70-1 ,11.3,3,37.4751665,126.9321574
강남,강남구,초원유치원,유치원,사립,서울특별시 강남구 논현로14길 17 ,21.5,4,37.4751995,127.0478153
동작관악,관악구,은아유치원,유치원,사립,서울특별시 관악구 남부순환로246길 25 ,26.3,14,37.4752021,126.9634386
서부,은평구,하늘유치원,유치원,사립,서울특별시 은평구 진관1로 77-15 .,6.3,13,37.4752078,126.9357848
북부,노원구,하늘유치원,유치원,사립,서울특별시 노원구 초안산로 89,20.5,4,37.4752078,126.9357848
동작관악,관악구,하늘유치원,유치원,사립,서울특별시 관악구 신림로29길 3-20 ,19.7,6,37.4752078,126.9357848
강남,강남구,서울포이초등학교,초등학교, 공립,서울특별시 강남구 개포로22길 87 ,23,30,37.4753137,127.0516057
동작관악,관악구,서울청룡초등학교,초등학교, 공립,서울특별시 관악구 관악로5길 61 ,24.4,27,37.4753839,126.9518159
동작관악,관악구,서울청룡초등학교병설유치원,유치원,공립,서울특별시 관악구 관악로5길 61 ,23.3,3,37.4753839,126.9518159
남부,금천구,문성중학교,중학교, 공립, 서울특별시 금천구 독산로102길 78 ,30.1,31,37.4755125,126.9081905
남부,금천구,서울영남초등학교,초등학교, 공립,서울특별시 금천구 문성로 62-15 ,18.7,30,37.475548,126.9094713
서울시,강남구,국악고등학교,고등학교, 특수목적고, 서울특별시 강남구 개포로22길 65 ,29.7,15,37.4757379,127.0511061
동작관악,관악구,미성중학교,중학교, 공립, 서울특별시 관악구 문성로16길 40 ,29.3,22,37.4758922,126.9132157
서울시,관악구,영락고등학교,고등학교, 일반고, 서울특별시 관악구 청룡16길 25 ,28.5,24,37.4761896,126.9439846
서울시,관악구,영락유헬스고등학교,고등학교, 특성화고(직업), 서울특별시 관악구 청룡16길 25 ,23.9,16,37.4761896,126.9439846
동작관악,관악구,서울인헌초등학교,초등학교, 공립,서울특별시 관악구 낙성대로 23 ,26.1,54,37.4761971,126.958997
서울시,금천구,독산고등학교,고등학교, 일반고, 서울특별시 금천구 문성로 64 ,28.4,32,37.4762486,126.9108405
남부,금천구,미성유치원,유치원,사립,서울특별시 금천구 문성로 37 ,17,1,37.4763804,126.9048481
북부,노원구,미성유치원,유치원,사립,서울특별시 노원구 공릉로 59길28,28,2,37.4763804,126.9048481
강남,서초구,서울방현초등학교,초등학교, 공립,서울특별시 서초구 효령로4길 58 ,21,18,37.4765253,126.9882363
동작관악,관악구,영그린유치원,유치원,사립,서울특별시 관악구 쑥고개로2가길 25 ,18,4,37.4767659,126.9398904
서부,은평구,동산유치원,유치원,사립,서울특별시 은평구 증산서길 88 ,20.3,6,37.4768502,126.9003296
남부,금천구,동산유치원,유치원,사립,서울특별시 금천구 시흥대로152길 35 ,16.5,4,37.4768502,126.9003296
동작관악,관악구,서울신림초등학교,초등학교, 공립,서울특별시 관악구 문성로28길 31 ,22.8,39,37.47732345,126.9274477
서울시,서초구,상문고등학교,고등학교, 일반고, 서울특별시 서초구 명달로 45 ,37.9,53,37.4775297,127.007041
강동송파,송파구,송례중학교,중학교, 공립, 서울특별시 송파구 위례순환로 429 ,20.4,10,37.4775523,127.1398082
강동송파,송파구,서울송례초등학교,초등학교, 공립,서울특별시 송파구 위례순환로 439 ,23.9,48,37.4777023,127.1385625
동작관악,관악구,서울미성초등학교,초등학교, 공립,서울특별시 관악구 문성로 79 ,23.3,39,37.4777118,126.9153506
남부,금천구,서울가산초등학교,초등학교, 공립,서울특별시 금천구 남부순환로 1304-11 ,23.3,19,37.477837,126.8964529
남부,금천구,난곡중학교,중학교, 공립, 서울특별시 금천구 문성로 67 ,27.8,23,37.47788615,126.9106292
강남,서초구,서울이수초등학교,초등학교, 공립,서울특별시 서초구 방배천로4길 23 서울이수초등학교 ,21.8,29,37.4779304,126.9835434
강동송파,송파구,서울솔가람유치원,유치원,공립,서울특별시 송파구 위례순환로 419,21.6,8,37.4783978,127.1379054
서울시,관악구,서울미술고등학교,고등학교, 일반고, 서울특별시 관악구 남부순환로247길 26 ,41.1,15,37.4784602,126.9656647
강동송파,송파구,생명나무유치원,유치원,사립,서울특별시 송파구 송파대로8길 17 ,22.1,9,37.4785407,127.1312037
서울시,관악구,신림고등학교,고등학교, 일반고, 서울특별시 관악구 문성로 119 ,27.4,31,37.47859195,126.917104
동작관악,동작구,남성중학교,중학교, 공립, 서울특별시 동작구 남부순환로269길 166 ,28.4,18,37.4786101,126.9759734
남부,금천구,한울중학교,중학교, 공립, 서울특별시 금천구 남부순환로128길 42 ,29,29,37.47881205,126.9070265
강남,서초구,육영유치원,유치원,사립,서울특별시 서초구 방배로6길 18 ,40,2,37.4790395,127.000041
동작관악,관악구,신관중학교,중학교, 공립, 서울특별시 관악구 신림로48길 17-16 ,27.6,21,37.4790547,126.9350836
서울시,강남구,수도전기공업고등학교,고등학교, 특수목적고, 서울특별시 강남구 개포로 410 ,19.7,30,37.4794413,127.0509007
강남,서초구,영유유치원,유치원,사립,서울특별시 서초구 효령로34길 72 ,16.6,5,37.4796717,127.0002943
서울시,송파구,문현고등학교,고등학교, 일반고, 서울특별시 송파구 충민로 115 ,30,30,37.4796972,127.1268915
강동송파,송파구,문현중학교,중학교, 공립, 서울특별시 송파구 충민로 99 ,29.1,27,37.4796972,127.1268915
강동송파,송파구,서울문현초등학교,초등학교, 공립,서울특별시 송파구 충민로 137 ,27,43,37.4796972,127.1268915
강동송파,송파구,송파유정유치원,유치원,사립,서울특별시 송파구 충민로 177 ,27.4,14,37.4796972,127.1268915
남부,금천구,양지유치원,유치원,사립,서울특별시 금천구 독산로108길 37 ,19.5,4,37.4797388,126.9069902
북부,노원구,양지유치원,유치원,사립,서울특별시 노원구 노원로30길 45 ,24.8,4,37.4797388,126.9069902
서울시,관악구,성보고등학교,고등학교, 일반고, 서울특별시 관악구 남부순환로156길 39 ,31,34,37.48017385,126.9200321
동작관악,관악구,성보중학교,중학교, 사립, 서울특별시 관악구 남부순환로156길 39 ,30,28,37.48017385,126.9200321
동작관악,관악구,봉림중학교,중학교, 공립, 서울특별시 관악구 장군봉길 72 ,28.8,21,37.4802682,126.9385458
남부,구로구,천왕중학교,중학교, 공립, 서울특별시 구로구 천왕로 63 ,29.3,19,37.4804362,126.8395187
강남,강남구,개포중학교,중학교, 공립, 서울특별시 강남구 선릉로 9 ,27.2,20,37.4804731,127.0620894
동작관악,관악구,서울관악초등학교,초등학교, 공립,서울 관악구 청룡4길 49 ,23,38,37.4805638,126.9432564
동작관악,관악구,서울관악초등학교병설유치원,유치원,공립,서울특별시 관악구 청룡4길 49 ,23.3,3,37.4805638,126.9432564
강남,강남구,서울구룡초등학교,초등학교, 공립,서울특별시 강남구 개포로 263 ,23,31,37.48060215,127.0520606
동작관악,관악구,관악중학교,중학교, 공립, 서울특별시 관악구 남부순환로237길 60 ,28,19,37.4806348,126.9610766
강동송파,송파구,별나라유치원,유치원,사립,서울특별시 송파구 새말로8길 14 ,40,2,37.48067,127.12674
강남,서초구,이수중학교,중학교, 공립, 서울특별시 서초구 방배중앙로3길 32 ,28.7,29,37.48075595,126.990418
강동송파,송파구,아이코리아부속새세대유치원,유치원,사립,서울특별시 송파구 충민로6길 17 ,27.8,4,37.4809927,127.133623
동작관악,관악구,서울원당초등학교,초등학교, 공립,서울특별시 관악구 봉천로 505 ,17.9,17,37.48101915,126.9561924
동작관악,관악구,서울원당초등학교병설유치원,유치원,공립,서울특별시 관악구 봉천로 505 ,23.3,3,37.48101915,126.9561924
서울시,관악구,서울문영여자고등학교,고등학교, 일반고, 서울특별시 관악구 관악로 85  ,32.8,31,37.481213,126.9527284
동작관악,관악구,서울문영여자중학교,중학교, 사립, 서울특별시 관악구 관악로 85 ,26.9,16,37.481213,126.9527284
서울시,관악구,서울여자상업고등학교,고등학교, 특성화고(직업), 서울특별시 관악구 관악로 85 ,25.2,30,37.481213,126.9527284
동작관악,관악구,종인유치원,유치원,사립,서울특별시 관악구 솔밭로 20 ,21,2,37.4813041,126.9659614
강남,강남구,서울개원초등학교,초등학교, 공립,서울특별시 강남구 선릉로 29 ,21.4,30,37.4814065,127.0585139
강남,강남구,서울개원초등학교병설유치원,유치원,공립,서울특별시 강남구 선릉로 29 ,21.7,3,37.4814065,127.0585139
동작관악,관악구,동원유치원,유치원,사립,서울특별시 관악구 행운1길 96 ,25.8,5,37.4816095,126.9575657
강남,서초구,서울신중초등학교,초등학교, 공립,서울특별시 서초구 남부순환로317길 15 ,23.5,38,37.4816594,127.0105786
강남,강남구,대왕중학교,중학교, 공립, 서울특별시 강남구 광평로20길 7 ,35.9,30,37.4816994,127.0864459
강남,강남구,서울대모초등학교,초등학교, 공립,서울특별시 강남구 광평로20길 27 일원동 서울대모초등학교,30.8,32,37.4816994,127.0864459
서울시,강남구,서울로봇고등학교,고등학교, 특수목적고, 서울특별시 강남구 광평로20길 63 ,20.5,26,37.4816994,127.0864459
남부,구로구,서울천왕초등학교,초등학교, 공립,서울특별시 구로구 천왕로1길 11 ,23.2,38,37.4819141,126.8373532
남부,구로구,서울천왕초등학교병설유치원,유치원,공립,서울특별시 구로구 천왕로1길 11 ,26.7,3,37.4819141,126.8373532
동작관악,관악구,남서울중학교,중학교, 공립, 서울특별시 관악구 난곡로64길 106 ,27.7,21,37.4819178,126.9177185
동작관악,관악구,서울봉천초등학교,초등학교, 공립,서울특별시 관악구 행운1라길 17 서울봉천초등학교 ,23.1,36,37.4822054,126.9575719
동작관악,관악구,서울봉천초등학교병설유치원,유치원,공립,서울특별시 관악구 행운1라길 17 ,23.3,3,37.4822054,126.9575719
동작관악,동작구,서울남사초등학교,초등학교, 공립,서울특별시 동작구 동작대로13길 22 ,23.3,32,37.482279,126.9800642
남부,구로구,서울개명초등학교,초등학교, 공립,서울특별시 구로구 개봉로1다길 16-9 ,24.9,27,37.4823119,126.851997
동작관악,관악구,예닮유치원,유치원,사립,서울특별시 관악구 신원로3길 59-9 ,19.3,3,37.4827798,126.9252584
강남,강남구,신양유치원,유치원,사립,서울특별시 강남구 선릉로10길 18-6 ,19,5,37.4829466,127.0615095
강서,양천구,원일유치원,유치원,사립,서울특별시 양천구 목동동로 350 ,29,6,37.4833323,127.0620401
강남,강남구,원일유치원,유치원,사립,서울특별시 강남구 선릉로8길  ,24.5,4,37.4833323,127.0620401
동작관악,관악구,건영유치원,유치원,사립,서울특별시 관악구 조원로 114 ,27.9,15,37.4833955,126.9053682
동작관악,관악구,서울조원초등학교,초등학교, 공립,서울특별시 관악구 조원로 67 ,23.3,27,37.4833955,126.9053682
강남,강남구,서울대도초등학교,초등학교, 공립,서울특별시 강남구 선릉로 209 ,33.8,52,37.4835519,127.0595108
서울시,강남구,영동고등학교,고등학교, 일반고, 서울특별시 강남구 선릉로 742 ,37.7,43,37.4835519,127.0595108
서울시,강남구,중앙대학교사범대학부속고등학교,고등학교, 일반고, 서울특별시 강남구 선릉로 207 ,37,39,37.4835519,127.0595108
남부,구로구,숲속나무유치원,유치원,사립,서울특별시 구로구 서해안로 2201 ,8.9,9,37.4836315,126.8274516
서울시,서초구,양재고등학교,고등학교, 일반고, 서울특별시 서초구 남부순환로346길 9 ,31.6,39,37.4837028,127.0314133
강남,강남구,푸른유치원,유치원,사립,서울특별시 강남구 광평로9길 34 ,27.4,5,37.4840033,127.079699
강남,서초구,새성민유치원,유치원,사립,서울특별시 서초구 효령로 110 ,28.3,3,37.484077,127.0114198
서울시,서초구,서울고등학교,고등학교, 일반고, 서울특별시 서초구 효령로 197 ,37.7,46,37.484077,127.0114198
남부,구로구,서울구로남초등학교,초등학교, 공립,서울특별시 구로구 디지털로27길 76 ,21,41,37.48409,126.89027
남부,구로구,서울구로남초등학교병설유치원,유치원,공립,서울특별시 구로구 디지털로27길 76 ,19.3,3,37.48409,126.89027
동작관악,관악구,봉원중학교,중학교, 공립, 서울특별시 관악구 관악로24가길 15 ,31.1,27,37.4841361,126.9564774
강남,강남구,대치중학교,중학교, 공립, 서울특별시 강남구 남부순환로378길 39 ,29.7,27,37.484174,127.0477073
